Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
FD2980,11.15,Low Sugar,0.165,Baking Goods,131.87,OUT004,2009,Medium,Tier 2,Supermarket Type2,2803.37
FD399,13.93,Regular,0.006,Snack Foods,155.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,4646.23
FD656,18.12,Low Sugar,0.031,Dairy,202.1,OUT003,1999,Medium,Tier 1,Departmental Store,5815.38
NC5938,10.57,No Sugar,0.042,Health and Hygiene,102.9,OUT002,1998,Small,Tier 3,Food Mart,2080.18
FD4408,9.62,Regular,0.128,Baking Goods,128.23,OUT001,1987,High,Tier 2,Supermarket Type1,2382.58
FD4766,12.51,Regular,0.021,Snack Foods,142.41,OUT004,2009,Medium,Tier 2,Supermarket Type2,3326.19
FD5975,15.96,Low Sugar,0.045,Canned,159.06,OUT003,1999,Medium,Tier 1,Departmental Store,4446.39
FD8333,13.17,Low Sugar,0.043,Dairy,119.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,3015.8
NC3635,13.73,No Sugar,0.015,Health and Hygiene,100.56,OUT004,2009,Medium,Tier 2,Supermarket Type2,2746.16
NC5514,10.76,No Sugar,0.052,Household,189.07,OUT004,2009,Medium,Tier 2,Supermarket Type2,3886.43
FD5697,8.95,Low Sugar,0.023,Frozen Foods,125.3,OUT002,1998,Small,Tier 3,Food Mart,2171.64
FD7849,13.16,Regular,0.011,Meat,130.22,OUT004,2009,Medium,Tier 2,Supermarket Type2,3223.31
FD8582,15.07,Low Sugar,0.011,Fruits and Vegetables,180.09,OUT001,1987,High,Tier 2,Supermarket Type1,4676.55
FD8545,14.22,Regular,0.027,Meat,170.66,OUT003,1999,Medium,Tier 1,Departmental Store,4291.72
FD1395,9.74,Low Sugar,0.07,Baking Goods,143.67,OUT004,2009,Medium,Tier 2,Supermarket Type2,2725.35
NC7721,8.65,No Sugar,0.021,Household,118.18,OUT002,1998,Small,Tier 3,Food Mart,1957.43
FD5642,15.53,reg,0.104,Baking Goods,127.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,3712.73
FD2305,18.23,Low Sugar,0.013,Meat,235.59,OUT003,1999,Medium,Tier 1,Departmental Store,6525.54
FD2159,8.18,Low Sugar,0.073,Meat,106.54,OUT002,1998,Small,Tier 3,Food Mart,1613.54
FD8063,13.32,Regular,0.038,Baking Goods,104.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,2734.77
FD1352,15.09,Regular,0.037,Snack Foods,128.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3624
FD7440,15.41,Low Sugar,0.116,Dairy,181.24,OUT001,1987,High,Tier 2,Supermarket Type1,4776.76
DR4511,10.3,Low Sugar,0.116,Soft Drinks,130.39,OUT004,2009,Medium,Tier 2,Supermarket Type2,2581.85
NC4185,11.42,No Sugar,0.018,Household,147.95,OUT004,2009,Medium,Tier 2,Supermarket Type2,3194.42
FD8120,13.95,Regular,0.046,Frozen Foods,145.36,OUT004,2009,Medium,Tier 2,Supermarket Type2,3713.12
FD8058,11.93,Low Sugar,0.076,Fruits and Vegetables,143.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3216.56
NC1446,7.55,No Sugar,0.052,Health and Hygiene,98.17,OUT002,1998,Small,Tier 3,Food Mart,1300.25
NC5051,13.9,No Sugar,0.079,Household,159.87,OUT004,2009,Medium,Tier 2,Supermarket Type2,3997.08
NC5612,13.18,No Sugar,0.053,Household,186.55,OUT003,1999,Medium,Tier 1,Departmental Store,4380.24
FD6198,16.09,Low Sugar,0.015,Snack Foods,186.55,OUT003,1999,Medium,Tier 1,Departmental Store,5037.97
NC6903,8.13,No Sugar,0.14,Health and Hygiene,82.6,OUT002,1998,Small,Tier 3,Food Mart,1113.56
FD6331,10.91,Regular,0.03,Fruits and Vegetables,131.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,2733.43
FD3760,14.98,Low Sugar,0.011,Frozen Foods,241.12,OUT003,1999,Medium,Tier 1,Departmental Store,5905.44
FD3144,13.06,Low Sugar,0.052,Baking Goods,142.59,OUT004,2009,Medium,Tier 2,Supermarket Type2,3455.11
FD4846,12.56,Regular,0.018,Baking Goods,150.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3511.58
FD5790,13.49,Low Sugar,0.071,Breakfast,145.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,3613.53
FD1572,16.63,Regular,0.041,Frozen Foods,177.57,OUT003,1999,Medium,Tier 1,Departmental Store,4977.29
FD81,11.12,Regular,0.094,Fruits and Vegetables,147.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,5339.9
FD1535,10.92,Low Sugar,0.052,Fruits and Vegetables,100.26,OUT002,1998,Small,Tier 3,Food Mart,2104.26
NC7278,10.31,No Sugar,0.036,Household,118.2,OUT001,1987,High,Tier 2,Supermarket Type1,2333.62
FD2922,10.69,Low Sugar,0.027,Baking Goods,132.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,2707.49
FD8463,11.32,Low Sugar,0.079,Starchy Foods,123.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,2676.7
FD5396,11.32,Low Sugar,0.145,Frozen Foods,102.08,OUT002,1998,Small,Tier 3,Food Mart,2232.2
FD1166,12.89,Low Sugar,0.055,Fruits and Vegetables,145.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,3468.8
FD100,14.73,Low Sugar,0.057,Baking Goods,165.92,OUT001,1987,High,Tier 2,Supermarket Type1,3401.4
FD6816,10.54,Low Sugar,0.066,Canned,127.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,2579.64
FD7906,12.31,Low Sugar,0.068,Snack Foods,144.44,OUT004,2009,Medium,Tier 2,Supermarket Type2,3323.37
NC1563,13.59,No Sugar,0.015,Household,141.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3559.25
FD6400,9.91,Low Sugar,0.156,Frozen Foods,97.07,OUT002,1998,Small,Tier 3,Food Mart,1811.97
FD3653,10.98,Low Sugar,0.04,Frozen Foods,132.87,OUT004,2009,Medium,Tier 2,Supermarket Type2,2784.78
DR7118,16.69,Low Sugar,0.077,Soft Drinks,181.39,OUT003,1999,Medium,Tier 1,Departmental Store,5068.61
FD2166,10,Low Sugar,0.011,Canned,148.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,2880.21
FD452,14.12,Low Sugar,0.038,Frozen Foods,144.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,5007.32
NC1038,11.37,No Sugar,0.016,Household,153.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,3290.89
FD8554,11.21,Regular,0.007,Snack Foods,107.6,OUT001,1987,High,Tier 2,Supermarket Type1,2321.37
FD194,15.63,Low Sugar,0.054,Dairy,184.91,OUT002,1998,Small,Tier 3,Food Mart,903.76
FD5828,13.83,Regular,0.025,Snack Foods,143.46,OUT004,2009,Medium,Tier 2,Supermarket Type2,3647.05
NC5736,10.28,No Sugar,0.067,Health and Hygiene,146.56,OUT004,2009,Medium,Tier 2,Supermarket Type2,2907.14
DR23,12.46,Low Sugar,0.085,Soft Drinks,187.7,OUT003,1999,Medium,Tier 1,Departmental Store,6243.98
FD5670,16.96,Low Sugar,0.057,Canned,180.06,OUT003,1999,Medium,Tier 1,Departmental Store,5102.47
FD1103,18.71,Low Sugar,0.026,Baking Goods,171.52,OUT003,1999,Medium,Tier 1,Departmental Store,5322.84
FD8161,10.46,Low Sugar,0.015,Frozen Foods,128.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,2581.92
FD2155,10.94,Regular,0.131,Fruits and Vegetables,148.75,OUT004,2009,Medium,Tier 2,Supermarket Type2,3101.04
FD6011,13.26,Regular,0.191,Fruits and Vegetables,148.31,OUT004,2009,Medium,Tier 2,Supermarket Type2,3615.84
NC8048,11.41,No Sugar,0.071,Health and Hygiene,120.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,2624.84
FD5913,14.46,Low Sugar,0.116,Baking Goods,177.96,OUT003,1999,Medium,Tier 1,Departmental Store,4494.74
NC7003,15.62,No Sugar,0.021,Household,230.65,OUT003,1999,Medium,Tier 1,Departmental Store,5835.86
DR7070,11.36,Low Sugar,0.087,Soft Drinks,160.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,3441.72
NC2554,11.15,No Sugar,0.019,Health and Hygiene,148.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,3135.37
DR4311,13.63,Low Sugar,0.036,Soft Drinks,171.9,OUT001,1987,High,Tier 2,Supermarket Type1,4182.55
FD1417,15.06,Low Sugar,0.072,Meat,156.09,OUT001,1987,High,Tier 2,Supermarket Type1,4182.62
NC1471,14.02,No Sugar,0.005,Health and Hygiene,140.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3627.34
FD8253,9.94,Low Sugar,0.032,Dairy,173.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3381.35
FD1055,9.83,Low Sugar,0.07,Meat,157.69,OUT004,2009,Medium,Tier 2,Supermarket Type2,3034.03
NC750,12.15,No Sugar,0.029,Others,123.44,OUT004,2009,Medium,Tier 2,Supermarket Type2,2856.67
FD545,11.07,Low Sugar,0.091,Meat,102.25,OUT003,1999,Medium,Tier 1,Departmental Store,6035.09
FD5413,15.27,Regular,0.038,Baking Goods,168.12,OUT003,1999,Medium,Tier 1,Departmental Store,4475.83
NC1186,8.91,No Sugar,0.025,Household,120.18,OUT002,1998,Small,Tier 3,Food Mart,2056.89
FD4506,11.62,Regular,0.055,Baking Goods,141.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,3098.22
DR7074,13.26,Regular,0.026,Soft Drinks,143.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,3528.01
NC5462,10.76,No Sugar,0.074,Household,121.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,2508.09
DR7033,9.18,Regular,0.029,Soft Drinks,98.11,OUT002,1998,Small,Tier 3,Food Mart,1667.77
NC493,12.46,No Sugar,0.021,Household,129.58,OUT003,1999,Medium,Tier 1,Departmental Store,5896.18
FD5298,14.49,Low Sugar,0.011,Dairy,203.67,OUT003,1999,Medium,Tier 1,Departmental Store,5027.03
FD2801,15.91,Low Sugar,0.092,Frozen Foods,171.64,OUT001,1987,High,Tier 2,Supermarket Type1,4693.82
FD4356,12.05,Low Sugar,0.041,Dairy,143.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,3245.23
NC106,12.99,No Sugar,0.147,Household,138.94,OUT004,2009,Medium,Tier 2,Supermarket Type2,2028.38
FD7898,11.82,Low Sugar,0.162,Frozen Foods,184.56,OUT001,1987,High,Tier 2,Supermarket Type1,4033
DR3847,10.24,Low Sugar,0.098,Hard Drinks,108.62,OUT002,1998,Small,Tier 3,Food Mart,2123.19
FD5388,9.16,Regular,0.018,Snack Foods,95.11,OUT002,1998,Small,Tier 3,Food Mart,1602.1
FD4727,10.94,Low Sugar,0.027,Dairy,73.73,OUT002,1998,Small,Tier 3,Food Mart,1567.12
FD4391,11.25,Low Sugar,0.033,Fruits and Vegetables,140.87,OUT004,2009,Medium,Tier 2,Supermarket Type2,3010.67
FD5782,9.58,Regular,0.071,Baking Goods,153.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,2895.58
DR4746,13.45,Low Sugar,0.03,Hard Drinks,148.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,3654.35
FD2170,13.29,Low Sugar,0.06,Snack Foods,112.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,2898.97
FD3780,9.45,Low Sugar,0.095,Snack Foods,116.59,OUT002,1998,Small,Tier 3,Food Mart,2106.06
FD4515,12.54,Low Sugar,0.014,Dairy,140.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3285.79
NC2548,12.81,No Sugar,0.173,Health and Hygiene,104.38,OUT004,2009,Medium,Tier 2,Supermarket Type2,2616.87
FD7391,13.02,Low Sugar,0.102,Snack Foods,168.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3983.91
FD6541,12.33,Regular,0.16,Meat,111.53,OUT004,2009,Medium,Tier 2,Supermarket Type2,2653.7
DR1130,14.23,Regular,0.151,Soft Drinks,134.07,OUT004,2009,Medium,Tier 2,Supermarket Type2,3544.3
FD2061,13.56,Low Sugar,0.027,Frozen Foods,151.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3741.07
FD3495,16.94,Regular,0.039,Canned,191.11,OUT003,1999,Medium,Tier 1,Departmental Store,5324.71
FD316,11.95,Regular,0.112,Canned,146.29,OUT004,2009,Medium,Tier 2,Supermarket Type2,2046.37
FD7150,12.49,Low Sugar,0.07,Starchy Foods,198.29,OUT003,1999,Medium,Tier 1,Departmental Store,4464.74
DR8019,7.27,Low Sugar,0.061,Soft Drinks,134.1,OUT002,1998,Small,Tier 3,Food Mart,1973.12
FD6953,10.71,Low Sugar,0.033,Snack Foods,116.75,OUT001,1987,High,Tier 2,Supermarket Type1,2395.76
FD6729,14.34,Regular,0.035,Dairy,133.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,3564.15
FD6947,15.71,Low Sugar,0.054,Frozen Foods,171.22,OUT001,1987,High,Tier 2,Supermarket Type1,4639.31
FD8348,8.95,Low Sugar,0.129,Meat,113.79,OUT002,1998,Small,Tier 3,Food Mart,1937.49
FD1340,15.4,Low Sugar,0.027,Canned,204.46,OUT003,1999,Medium,Tier 1,Departmental Store,5248.71
FD6865,16.31,Low Sugar,0.076,Fruits and Vegetables,192.76,OUT003,1999,Medium,Tier 1,Departmental Store,5215.58
FD6538,13.53,Low Sugar,0.038,Meat,130.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,3317.51
FD4264,13.13,Low Sugar,0.086,Snack Foods,161.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,3848.48
DR8745,14.33,Low Sugar,0.128,Soft Drinks,123.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,3346.17
FD5508,10.7,Low Sugar,0.041,Baking Goods,160.61,OUT004,2009,Medium,Tier 2,Supermarket Type2,3289.27
FD4347,10.28,Low Sugar,0.143,Canned,147.44,OUT004,2009,Medium,Tier 2,Supermarket Type2,2926.08
FD7869,14.67,Low Sugar,0.058,Dairy,166.79,OUT003,1999,Medium,Tier 1,Departmental Store,4312.56
FD2991,14.46,Low Sugar,0.114,Canned,129.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,3497.39
FD952,10.39,Regular,0.062,Snack Foods,148.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,2963.32
FD5287,10.75,Low Sugar,0.034,Dairy,146.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,3015.65
FD3818,12.8,Low Sugar,0.03,Frozen Foods,135.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,3257.72
FD1151,10.31,Low Sugar,0.053,Dairy,104.76,OUT002,1998,Small,Tier 3,Food Mart,2059.36
NC438,10.4,No Sugar,0.076,Health and Hygiene,150.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,3943.23
FD4246,15.8,Low Sugar,0.05,Snack Foods,177.27,OUT001,1987,High,Tier 2,Supermarket Type1,4784.04
NC7102,8.93,No Sugar,0.067,Health and Hygiene,129.01,OUT002,1998,Small,Tier 3,Food Mart,2243.88
NC5449,11.26,No Sugar,0.019,Household,140.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,3004
FD3042,14.96,Low Sugar,0.142,Frozen Foods,123.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,3488.34
NC1401,16.8,No Sugar,0.029,Health and Hygiene,179.01,OUT003,1999,Medium,Tier 1,Departmental Store,5044.51
NC220,12.08,No Sugar,0.021,Household,121.54,OUT004,2009,Medium,Tier 2,Supermarket Type2,4782.44
FD3276,11.15,Low Sugar,0.026,Meat,124.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,2649.55
FD7593,15.14,Low Sugar,0.051,Frozen Foods,148.7,OUT001,1987,High,Tier 2,Supermarket Type1,4050.37
FD5690,11.49,Low Sugar,0.023,Frozen Foods,148.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3219.96
FD2337,10.43,Low Sugar,0.063,Breakfast,123.97,OUT001,1987,High,Tier 2,Supermarket Type1,2479.36
FD6727,9.29,Low Sugar,0.05,Meat,116.73,OUT002,1998,Small,Tier 3,Food Mart,2073.22
FD4401,13.91,Regular,0.01,Canned,130.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,3406.78
NC4831,15.18,No Sugar,0.025,Household,186.82,OUT001,1987,High,Tier 2,Supermarket Type1,4838.69
DR631,14.26,Low Sugar,0.1,Hard Drinks,138.77,OUT004,2009,Medium,Tier 2,Supermarket Type2,3647.05
FD5289,13.75,Regular,0.027,Fruits and Vegetables,163.08,OUT001,1987,High,Tier 2,Supermarket Type1,4029.63
DR4752,10.65,Low Sugar,0.053,Soft Drinks,174.51,OUT004,2009,Medium,Tier 2,Supermarket Type2,3563.53
DR6582,13.9,Low Sugar,0.033,Soft Drinks,187.96,OUT001,1987,High,Tier 2,Supermarket Type1,4572.79
FD3482,13.52,Low Sugar,0.024,Dairy,169.29,OUT001,1987,High,Tier 2,Supermarket Type1,4104.04
FD803,13.77,Low Sugar,0.161,Baking Goods,109.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,2940.88
FD1283,16.59,Low Sugar,0.021,Breads,221.88,OUT003,1999,Medium,Tier 1,Departmental Store,5873.44
DR5831,15.89,Low Sugar,0.171,Soft Drinks,168.67,OUT001,1987,High,Tier 2,Supermarket Type1,4627.99
FD6550,8.71,Low Sugar,0.04,Frozen Foods,98.57,OUT002,1998,Small,Tier 3,Food Mart,1569.79
FD3424,11.67,Regular,0.12,Fruits and Vegetables,137.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,3030.45
NC4466,12.2,No Sugar,0.1,Household,147.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,3352.73
NC7614,9.61,No Sugar,0.075,Household,114.56,OUT002,1998,Small,Tier 3,Food Mart,2101.31
NC2977,12.22,No Sugar,0.18,Household,107.63,OUT004,2009,Medium,Tier 2,Supermarket Type2,2549.83
NC7267,12,No Sugar,0.011,Household,120.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,2770
NC4753,13.71,No Sugar,0.031,Household,203.67,OUT001,1987,High,Tier 2,Supermarket Type1,4851.76
FD4767,12.22,Regular,0.156,Frozen Foods,145.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,3330.96
FD1746,16.22,Regular,0.188,Baking Goods,142.3,OUT001,1987,High,Tier 2,Supermarket Type1,4163.07
NC6195,12.76,No Sugar,0.038,Health and Hygiene,150.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,3552.8
FD497,11.6,Regular,0.113,Meat,93.72,OUT002,1998,Small,Tier 3,Food Mart,1055.89
DR6418,14.65,Regular,0.065,Soft Drinks,147.63,OUT004,2009,Medium,Tier 2,Supermarket Type2,3916.42
NC4146,14.58,No Sugar,0.061,Household,149.75,OUT004,2009,Medium,Tier 2,Supermarket Type2,3944.77
FD5436,11.29,Low Sugar,0.108,Canned,157.25,OUT004,2009,Medium,Tier 2,Supermarket Type2,3353.42
DR6579,14.8,Low Sugar,0.029,Soft Drinks,153.98,OUT001,1987,High,Tier 2,Supermarket Type1,4081.07
DR7851,10.54,Regular,0.049,Soft Drinks,151.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3077.93
FD8112,10.82,Regular,0.073,Frozen Foods,106.25,OUT002,1998,Small,Tier 3,Food Mart,2204.44
FD3215,11.69,Low Sugar,0.071,Fruits and Vegetables,153.15,OUT004,2009,Medium,Tier 2,Supermarket Type2,3361.82
FD5791,14.84,Low Sugar,0.076,Snack Foods,176.91,OUT001,1987,High,Tier 2,Supermarket Type1,4559.77
FD969,9.17,Low Sugar,0.027,Frozen Foods,93.63,OUT002,1998,Small,Tier 3,Food Mart,1573.4
FD3935,15.62,Low Sugar,0.036,Frozen Foods,168.9,OUT001,1987,High,Tier 2,Supermarket Type1,4570.3
FD4309,12.69,Regular,0.076,Dairy,155.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,3638.99
FD2306,11.76,Low Sugar,0.053,Frozen Foods,145.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,3212.59
FD4533,11.23,Low Sugar,0.061,Fruits and Vegetables,170.56,OUT004,2009,Medium,Tier 2,Supermarket Type2,3612.66
NC4127,15.04,No Sugar,0.065,Household,159.1,OUT003,1999,Medium,Tier 1,Departmental Store,4240.72
FD504,12.46,Low Sugar,0.042,Snack Foods,146.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,2401.99
NC6827,13.33,No Sugar,0.089,Health and Hygiene,159.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,3863.69
FD7832,12.92,Regular,0.191,Dairy,161.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,3812.29
FD1140,12.39,Low Sugar,0.076,Frozen Foods,184.01,OUT001,1987,High,Tier 2,Supermarket Type1,4151.41
NC2767,10.79,No Sugar,0.049,Health and Hygiene,109.32,OUT002,1998,Small,Tier 3,Food Mart,2261.14
FD1861,10.99,Low Sugar,0.082,Snack Foods,98.81,OUT002,1998,Small,Tier 3,Food Mart,2091.74
FD6360,6.6,Low Sugar,0.17,Fruits and Vegetables,107.3,OUT002,1998,Small,Tier 3,Food Mart,1273.4
NC7086,14.38,No Sugar,0.099,Health and Hygiene,126.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,3429.31
NC2787,16.42,No Sugar,0.086,Health and Hygiene,166.24,OUT001,1987,High,Tier 2,Supermarket Type1,4698.02
FD8519,15.26,Low Sugar,0.168,Baking Goods,173.03,OUT001,1987,High,Tier 2,Supermarket Type1,4574.15
FD6235,12.07,Regular,0.035,Canned,155.54,OUT004,2009,Medium,Tier 2,Supermarket Type2,3495.09
FD4815,10.03,Regular,0.096,Snack Foods,151.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,2942.09
FD6343,8.56,Regular,0.015,Fruits and Vegetables,147.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,2543.16
FD2611,16.11,Low Sugar,0.039,Canned,183.43,OUT003,1999,Medium,Tier 1,Departmental Store,4980.03
NC8144,12.3,No Sugar,0.054,Health and Hygiene,119.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,2802.63
FD6320,11.65,Low Sugar,0.058,Fruits and Vegetables,135.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,2996.96
DR4172,11.12,Low Sugar,0.119,Soft Drinks,102.57,OUT002,1998,Small,Tier 3,Food Mart,2196.18
NC7828,12.42,No Sugar,0.044,Health and Hygiene,180.1,OUT001,1987,High,Tier 2,Supermarket Type1,4078.49
FD8316,13.36,Regular,0.104,Baking Goods,109.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,2853.77
FD5021,14.09,Low Sugar,0.12,Frozen Foods,166.35,OUT001,1987,High,Tier 2,Supermarket Type1,4173.71
FD5454,9.32,Low Sugar,0.011,Fruits and Vegetables,108.34,OUT002,1998,Small,Tier 3,Food Mart,1908.36
FD2087,13.15,Regular,0.007,Frozen Foods,140.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3431.81
FD6786,11.49,Low Sugar,0.018,Dairy,144.37,OUT004,2009,Medium,Tier 2,Supermarket Type2,3137.07
DR8446,12.83,Low Sugar,0.017,Hard Drinks,117.53,OUT004,2009,Medium,Tier 2,Supermarket Type2,2890.31
FD7315,9.36,Low Sugar,0.124,Snack Foods,116.16,OUT002,1998,Small,Tier 3,Food Mart,2078.15
NC6569,13.63,No Sugar,0.06,Household,156.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3866.23
FD5212,12.21,Low Sugar,0.061,Snack Foods,179.04,OUT001,1987,High,Tier 2,Supermarket Type1,4008.5
FD3501,17.73,Low Sugar,0.032,Snack Foods,214.33,OUT003,1999,Medium,Tier 1,Departmental Store,5976.67
FD4329,12.27,Low Sugar,0.161,Baking Goods,117.37,OUT004,2009,Medium,Tier 2,Supermarket Type2,2760.15
FD1734,13.58,Low Sugar,0.11,Snack Foods,108.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,2870.36
FD3200,13.76,Low Sugar,0.034,Canned,132.72,OUT004,2009,Medium,Tier 2,Supermarket Type2,3410.72
FD288,13.68,Low Sugar,0.156,Canned,150.62,OUT004,2009,Medium,Tier 2,Supermarket Type2,4113.37
FD2004,16.37,Regular,0.037,Snack Foods,166.25,OUT001,1987,High,Tier 2,Supermarket Type1,4687.33
FD6990,11.75,Low Sugar,0.122,Dairy,99.16,OUT002,1998,Small,Tier 3,Food Mart,2269.67
FD3773,10.19,Regular,0.129,Dairy,115.6,OUT002,1998,Small,Tier 3,Food Mart,2254.59
FD5841,14.29,Low Sugar,0.013,Canned,188.85,OUT001,1987,High,Tier 2,Supermarket Type1,4679.91
FD6379,13.88,Low Sugar,0.013,Meat,103.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,2834.29
FD4178,12.64,Regular,0.031,Dairy,162.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3766.9
FD2007,11.8,Low Sugar,0.125,Canned,123.7,OUT004,2009,Medium,Tier 2,Supermarket Type2,2782.56
FD6678,13.2,Regular,0.013,Baking Goods,122.51,OUT004,2009,Medium,Tier 2,Supermarket Type2,3075.7
NC8586,12.09,No Sugar,0.063,Others,165.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,3701.12
FD6841,12.84,Low Sugar,0.067,Breakfast,162.37,OUT004,2009,Medium,Tier 2,Supermarket Type2,3808.51
FD1915,10.86,Low Sugar,0.038,Canned,91.06,OUT002,1998,Small,Tier 3,Food Mart,1903.11
FD4298,15.24,Low Sugar,0.042,Dairy,157.75,OUT003,1999,Medium,Tier 1,Departmental Store,4258.04
FD8330,9.96,Regular,0.036,Snack Foods,137,OUT004,2009,Medium,Tier 2,Supermarket Type2,2639.11
DR3235,15.88,Low Sugar,0.018,Soft Drinks,155.4,OUT003,1999,Medium,Tier 1,Departmental Store,4354.72
NC7060,13.14,No Sugar,0.037,Household,147.18,OUT004,2009,Medium,Tier 2,Supermarket Type2,3566.64
FD3388,10.96,Regular,0.073,Frozen Foods,165.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3440.23
FD5773,13.31,Regular,0.087,Breads,131.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,3288.69
FD843,12.09,Low Sugar,0.029,Frozen Foods,194.25,OUT003,1999,Medium,Tier 1,Departmental Store,4291.76
NC7230,13.22,No Sugar,0.018,Others,142.85,OUT004,2009,Medium,Tier 2,Supermarket Type2,3495.87
FD7167,15.48,Regular,0.057,Fruits and Vegetables,148.8,OUT001,1987,High,Tier 2,Supermarket Type1,4127.88
FD6687,12.36,Low Sugar,0.017,Frozen Foods,139.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,3238.85
FD8001,12.09,Low Sugar,0.094,Snack Foods,163.37,OUT004,2009,Medium,Tier 2,Supermarket Type2,3660.96
FD4594,17.16,Regular,0.036,Canned,167.49,OUT003,1999,Medium,Tier 1,Departmental Store,4891.32
FD7911,14.85,Low Sugar,0.07,Frozen Foods,169.28,OUT003,1999,Medium,Tier 1,Departmental Store,4404.72
FD7288,13.37,reg,0.144,Fruits and Vegetables,173.1,OUT001,1987,High,Tier 2,Supermarket Type1,4149.85
NC6527,13.47,No Sugar,0.021,Household,126.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,3214.79
FD7955,12.33,Regular,0.044,Fruits and Vegetables,116.39,OUT004,2009,Medium,Tier 2,Supermarket Type2,2752.82
DR3210,11.47,Regular,0.032,Soft Drinks,126.04,OUT004,2009,Medium,Tier 2,Supermarket Type2,2757.49
