booking_id,lead_time,market_segment_type,no_of_special_requests,avg_price_per_room,no_of_adults,no_of_weekend_nights,arrival_date,required_car_parking_space,no_of_week_nights,booking_status
INNHG_129957,42,Online,1,144.9,2,2,2022-08-14,0,2,Not Canceled
INNHG_129958,36,Online,1,135.9,2,2,2022-08-14,0,0,Not Canceled
INNHG_129959,47,Online,1,170.1,2,2,2022-08-14,0,2,Not Canceled
INNHG_129960,98,Online,1,78.35,2,2,2022-08-14,0,2,Not Canceled
INNHG_129961,215,Online,1,92.16,2,2,2022-08-14,0,5,Not Canceled
INNHG_129962,42,Online,1,152.1,2,2,2022-08-14,0,2,Not Canceled
INNHG_129963,306,Online,3,104.4,2,2,2022-08-14,0,1,Not Canceled
INNHG_129964,147,Online,1,123.3,2,2,2022-08-14,1,1,Not Canceled
INNHG_129965,98,Online,2,102.56,2,2,2022-08-14,0,1,Not Canceled
INNHG_129966,10,Online,1,157.0,2,2,2022-08-14,0,0,Not Canceled
INNHG_129967,96,Online,1,120.15,2,2,2022-08-14,0,2,Not Canceled
INNHG_129968,115,Online,3,144.13,3,2,2022-08-14,0,5,Not Canceled
INNHG_129969,9,Online,1,116.27,2,2,2022-08-14,0,1,Not Canceled
INNHG_129970,143,Online,1,114.3,2,2,2022-08-14,0,2,Not Canceled
INNHG_129971,112,Online,1,198.9,2,2,2022-08-14,1,0,Not Canceled
INNHG_129972,32,Online,1,136.52,2,1,2022-08-14,0,0,Not Canceled
INNHG_129973,180,Online,2,95.13,3,2,2022-08-14,0,5,Not Canceled
INNHG_129974,6,Online,2,170.0,2,2,2022-08-14,0,2,Not Canceled
INNHG_129975,82,Online,1,112.1,2,2,2022-08-14,0,2,Not Canceled
INNHG_129976,46,Online,2,135.9,2,2,2022-08-14,0,1,Not Canceled
INNHG_129977,6,Online,1,164.0,1,1,2022-08-14,0,0,Not Canceled
INNHG_129978,14,Online,1,166.0,2,2,2022-08-14,0,3,Not Canceled
INNHG_129979,221,Online,1,90.95,2,4,2022-08-14,0,5,Not Canceled
INNHG_129980,9,Online,2,153.0,2,2,2022-08-14,0,0,Not Canceled
INNHG_129981,127,Online,0,139.5,2,1,2022-08-14,1,0,Not Canceled
INNHG_129982,222,Online,0,158.95,2,4,2022-08-14,0,10,Canceled
INNHG_129983,161,Online,2,145.85,3,2,2022-08-14,1,3,Canceled
INNHG_129984,94,Online,0,152.1,2,2,2022-08-14,0,2,Canceled
INNHG_129985,199,Online,2,127.62,3,2,2022-08-14,0,5,Canceled
INNHG_129986,252,Online,1,163.63,2,2,2022-08-14,0,3,Canceled
INNHG_129987,191,Online,1,153.5,2,2,2022-08-14,1,2,Canceled
INNHG_129988,169,Online,2,134.52,2,2,2022-08-14,1,3,Canceled
INNHG_129989,251,Online,1,81.5,0,2,2022-08-14,0,3,Canceled
INNHG_129990,19,Online,1,191.0,3,2,2022-08-14,0,1,Canceled
INNHG_129991,66,Online,0,207.9,2,2,2022-08-14,0,1,Canceled
INNHG_129992,176,Online,0,131.26,3,2,2022-08-14,0,5,Canceled
INNHG_129993,19,Online,0,191.0,3,2,2022-08-14,0,1,Canceled
INNHG_129994,38,Online,0,151.47,3,2,2022-08-14,0,1,Canceled
INNHG_129995,156,Online,1,115.25,2,2,2022-08-14,1,3,Canceled
INNHG_129996,87,Online,0,134.1,2,2,2022-08-14,0,2,Canceled
INNHG_129997,220,Online,0,108.45,2,2,2022-08-14,0,2,Canceled
INNHG_129998,162,Online,1,120.82,2,2,2022-08-14,0,5,Canceled
INNHG_129999,161,Online,2,145.85,3,2,2022-08-14,1,3,Canceled
INNHG_130000,84,Online,0,134.1,2,2,2022-08-14,0,2,Canceled
INNHG_130001,87,Online,1,117.9,2,2,2022-08-14,0,1,Canceled
INNHG_130002,146,Online,1,103.5,2,1,2022-08-14,0,0,Canceled
INNHG_130003,86,Online,0,134.1,2,1,2022-08-14,0,0,Canceled
INNHG_130004,156,Online,1,106.25,2,2,2022-08-14,0,3,Canceled
INNHG_130005,162,Online,0,146.7,3,2,2022-08-14,0,1,Canceled
INNHG_130006,164,Online,0,106.53,2,2,2022-08-14,0,4,Canceled
INNHG_130007,111,Online,0,150.3,3,2,2022-08-14,0,4,Canceled
INNHG_130008,156,Online,1,115.25,2,2,2022-08-14,1,3,Canceled
INNHG_130009,82,Online,1,107.1,2,2,2022-08-14,0,2,Canceled
INNHG_130010,194,Online,2,130.05,3,2,2022-08-14,0,2,Canceled
INNHG_130011,71,Online,0,168.3,3,2,2022-08-14,0,1,Canceled
INNHG_130012,158,Online,0,138.83,2,2,2022-08-14,0,4,Canceled
INNHG_130013,156,Online,1,106.25,2,2,2022-08-14,0,3,Canceled
INNHG_130014,75,Online,0,135.9,2,2,2022-08-14,0,0,Canceled
INNHG_130015,307,Online,1,158.4,2,2,2022-08-14,0,3,Canceled
INNHG_130016,199,Online,1,115.8,2,2,2022-08-14,0,1,Canceled
INNHG_130017,28,Online,0,132.05,2,2,2022-08-14,0,2,Canceled
INNHG_130018,186,Offline,0,112.0,2,2,2022-08-14,0,1,Canceled
INNHG_130019,78,Online,1,115.68,0,1,2022-08-19,0,2,Not Canceled
INNHG_130020,139,Online,1,139.2,3,2,2022-08-19,0,4,Not Canceled
INNHG_130021,85,Online,1,210.6,3,2,2022-08-19,0,4,Not Canceled
INNHG_130022,13,Online,3,128.5,2,0,2022-08-19,0,2,Not Canceled
INNHG_130023,6,Online,1,154.0,2,0,2022-08-19,1,1,Not Canceled
INNHG_130024,303,Offline,1,78.0,2,2,2022-08-19,0,3,Not Canceled
INNHG_130025,11,Online,1,127.6,0,0,2022-08-19,0,1,Not Canceled
INNHG_130026,21,Online,2,148.0,2,0,2022-08-19,0,2,Not Canceled
INNHG_130027,303,Offline,1,78.0,2,2,2022-08-19,0,3,Not Canceled
INNHG_130028,303,Offline,1,78.0,2,2,2022-08-19,0,3,Not Canceled
INNHG_130029,134,Online,2,139.95,2,2,2022-08-19,0,2,Not Canceled
INNHG_130030,212,Offline,1,96.9,3,2,2022-08-19,0,2,Not Canceled
INNHG_130031,30,Online,1,125.1,2,0,2022-08-19,0,1,Not Canceled
INNHG_130032,88,Online,2,131.4,2,0,2022-08-19,0,1,Not Canceled
INNHG_130033,36,Online,2,149.4,2,2,2022-08-19,0,3,Not Canceled
INNHG_130034,88,Online,2,150.3,3,0,2022-08-19,0,2,Not Canceled
INNHG_130035,21,Online,1,151.0,2,2,2022-08-19,0,2,Not Canceled
INNHG_130036,45,Online,1,149.4,2,0,2022-08-19,0,1,Not Canceled
INNHG_130037,20,Online,1,240.0,2,0,2022-08-19,1,1,Not Canceled
INNHG_130038,102,Online,3,152.1,3,1,2022-08-19,0,2,Not Canceled
INNHG_130039,208,Online,1,91.5,2,1,2022-08-19,0,2,Not Canceled
INNHG_130040,0,Online,1,148.0,2,0,2022-08-19,0,2,Not Canceled
INNHG_130041,41,Online,2,152.1,2,2,2022-08-19,0,2,Not Canceled
INNHG_130042,2,Online,2,133.0,1,0,2022-08-19,0,2,Not Canceled
INNHG_130043,9,Online,2,140.0,2,0,2022-08-19,0,1,Not Canceled
INNHG_130044,22,Online,2,288.0,2,0,2022-08-19,0,2,Not Canceled
INNHG_130045,16,Online,1,283.67,2,1,2022-08-19,1,2,Not Canceled
INNHG_130046,88,Online,1,150.3,3,0,2022-08-19,0,1,Not Canceled
INNHG_130047,54,Online,2,149.4,2,1,2022-08-19,0,2,Not Canceled
INNHG_130048,137,Online,1,118.8,2,0,2022-08-19,1,2,Not Canceled
INNHG_130049,36,Online,1,135.9,2,2,2022-08-19,0,3,Not Canceled
INNHG_130050,85,Online,1,201.6,3,2,2022-08-19,0,4,Not Canceled
INNHG_130051,24,Offline,0,70.0,1,2,2022-08-19,0,3,Not Canceled
INNHG_130052,73,Offline,0,63.75,2,2,2022-08-19,0,2,Not Canceled
INNHG_130053,14,Online,1,155.83,2,2,2022-08-19,0,4,Not Canceled
INNHG_130054,102,Online,2,119.7,2,1,2022-08-19,0,2,Not Canceled
INNHG_130055,11,Online,1,127.6,2,0,2022-08-19,0,1,Not Canceled
INNHG_130056,20,Online,1,151.0,2,2,2022-08-19,0,2,Not Canceled
INNHG_130057,82,Online,3,150.3,3,0,2022-08-19,0,2,Not Canceled
INNHG_130058,40,Online,2,228.6,3,0,2022-08-19,1,2,Not Canceled
INNHG_130059,0,Online,0,78.42,2,2,2022-08-19,0,2,Not Canceled
INNHG_130060,0,Online,0,148.0,2,0,2022-08-19,0,2,Not Canceled
INNHG_130061,7,Online,2,145.0,2,1,2022-08-19,0,2,Not Canceled
INNHG_130062,12,Online,1,187.5,2,0,2022-08-19,1,2,Not Canceled
INNHG_130063,66,Online,2,168.3,3,0,2022-08-19,0,2,Not Canceled
INNHG_130064,78,Online,1,115.68,2,1,2022-08-19,0,2,Not Canceled
INNHG_130065,21,Online,0,194.8,3,2,2022-08-19,0,3,Not Canceled
INNHG_130066,303,Offline,1,78.0,2,2,2022-08-19,0,3,Not Canceled
INNHG_130067,34,Offline,0,85.0,2,2,2022-08-21,0,3,Not Canceled
INNHG_130068,137,Online,2,121.5,2,1,2022-08-21,0,0,Not Canceled
INNHG_130069,123,Online,0,146.7,2,1,2022-08-21,1,0,Not Canceled
INNHG_130070,122,Offline,2,81.26,2,3,2022-08-21,1,5,Not Canceled
INNHG_130071,91,Online,1,107.1,2,2,2022-08-21,0,0,Not Canceled
INNHG_130072,142,Online,1,95.79,2,2,2022-08-21,0,3,Not Canceled
INNHG_130073,91,Online,0,126.9,2,2,2022-08-21,0,0,Not Canceled
INNHG_130074,37,Online,0,135.9,2,2,2022-08-21,0,1,Not Canceled
INNHG_130075,5,Online,1,119.35,2,2,2022-08-21,0,1,Not Canceled
INNHG_130076,163,Offline,1,72.25,2,4,2022-08-21,0,6,Not Canceled
INNHG_130077,148,Online,0,127.8,2,2,2022-08-21,0,2,Not Canceled
INNHG_130078,13,Online,0,110.4,3,2,2022-08-21,0,3,Not Canceled
INNHG_130079,122,Offline,2,72.26,2,3,2022-08-21,0,5,Not Canceled
INNHG_130080,6,Online,2,145.0,2,1,2022-08-21,0,0,Not Canceled
INNHG_130081,4,Online,1,128.0,2,2,2022-08-21,0,2,Not Canceled
INNHG_130082,163,Offline,1,72.25,2,4,2022-08-21,0,6,Not Canceled
INNHG_130083,91,Online,0,117.9,2,2,2022-08-21,0,0,Not Canceled
INNHG_130084,107,Online,1,119.7,2,2,2022-08-21,0,1,Not Canceled
INNHG_130085,49,Online,1,161.1,2,2,2022-08-21,0,0,Not Canceled
INNHG_130086,231,Online,1,90.95,2,2,2022-08-21,0,2,Not Canceled
INNHG_130087,16,Online,2,129.0,2,2,2022-08-21,0,1,Not Canceled
INNHG_130088,38,Online,0,90.95,1,2,2022-08-21,0,0,Not Canceled
INNHG_130089,6,Offline,0,75.0,2,1,2022-08-21,0,0,Not Canceled
INNHG_130090,134,Online,0,114.5,2,2,2022-08-21,0,1,Not Canceled
INNHG_130091,13,Online,0,82.4,2,2,2022-08-21,0,3,Not Canceled
INNHG_130092,167,Offline,2,96.9,3,4,2022-08-21,0,5,Not Canceled
INNHG_130093,73,Online,2,205.38,2,1,2022-08-21,0,0,Not Canceled
INNHG_130094,5,Offline,0,72.25,2,2,2022-08-21,0,1,Not Canceled
INNHG_130095,90,Online,2,150.3,3,2,2022-08-21,0,0,Not Canceled
INNHG_130096,2,Online,1,148.0,2,2,2022-08-21,0,0,Not Canceled
INNHG_130097,148,Offline,0,96.9,3,2,2022-08-21,0,1,Not Canceled
INNHG_130098,148,Offline,0,72.25,2,2,2022-08-21,0,1,Not Canceled
INNHG_130099,20,Online,2,175.0,2,2,2022-08-21,0,1,Not Canceled
INNHG_130100,172,Offline,1,82.45,2,2,2022-08-21,0,1,Not Canceled
INNHG_130101,231,Online,1,90.95,2,2,2022-08-21,0,2,Not Canceled
INNHG_130102,155,Online,1,94.5,2,1,2022-08-21,0,0,Not Canceled
INNHG_130103,133,Online,2,70.04,2,2,2022-08-21,0,3,Not Canceled
INNHG_130104,142,Online,1,95.79,0,2,2022-08-21,0,3,Not Canceled
INNHG_130105,133,Online,2,70.04,2,2,2022-08-21,0,3,Not Canceled
INNHG_130106,28,Online,1,134.37,2,2,2022-08-21,0,1,Not Canceled
INNHG_130107,98,Online,1,117.9,2,2,2022-08-21,0,2,Not Canceled
INNHG_130108,231,Online,1,90.95,2,2,2022-08-21,0,2,Not Canceled
INNHG_130109,34,Online,1,207.9,2,1,2022-08-21,0,0,Not Canceled
INNHG_130110,23,Online,2,200.0,3,2,2022-08-21,1,1,Not Canceled
INNHG_130111,15,Online,2,129.0,2,1,2022-08-21,0,0,Not Canceled
INNHG_130112,104,Online,0,119.7,2,2,2022-08-21,0,1,Not Canceled
INNHG_130113,42,Online,2,162.5,3,4,2022-08-21,0,5,Not Canceled
INNHG_130114,125,Online,1,117.0,2,2,2022-08-21,0,3,Not Canceled
INNHG_130115,22,Online,1,139.0,2,2,2022-08-21,0,1,Not Canceled
INNHG_130116,122,Offline,0,105.9,3,3,2022-08-21,1,5,Not Canceled
INNHG_130117,209,Online,2,90.95,2,2,2022-08-21,0,3,Not Canceled
INNHG_130118,83,Online,0,162.3,3,2,2022-08-21,0,1,Not Canceled
INNHG_130119,49,Online,2,168.3,3,2,2022-08-21,0,0,Not Canceled
INNHG_130120,38,Online,0,90.95,1,2,2022-08-21,0,0,Not Canceled
INNHG_130121,91,Online,0,112.5,1,2,2022-08-21,0,0,Not Canceled
INNHG_130122,133,Online,1,105.3,2,2,2022-08-21,0,0,Not Canceled
INNHG_130123,224,Online,1,90.95,2,2,2022-08-21,0,3,Not Canceled
INNHG_130124,91,Online,0,159.3,2,2,2022-08-21,0,0,Not Canceled
INNHG_130125,91,Online,0,134.1,2,2,2022-08-21,0,0,Not Canceled
INNHG_130126,21,Online,2,160.0,2,2,2022-08-21,0,2,Not Canceled
INNHG_130127,32,Offline,0,137.52,2,2,2022-08-21,0,1,Not Canceled
INNHG_130128,156,Online,0,103.5,2,2,2022-08-21,1,1,Canceled
INNHG_130129,172,Online,1,107.1,3,2,2022-08-21,0,1,Canceled
INNHG_130130,16,Online,1,129.0,2,1,2022-08-21,0,0,Canceled
INNHG_130131,5,Online,0,167.0,2,1,2022-08-21,0,0,Canceled
INNHG_130132,5,Online,0,167.0,2,1,2022-08-21,0,0,Canceled
INNHG_130133,208,Online,2,112.5,2,2,2022-08-21,0,0,Canceled
INNHG_130134,224,Online,0,80.75,2,2,2022-08-21,0,2,Canceled
INNHG_130135,22,Online,0,171.0,2,2,2022-08-21,0,3,Canceled
INNHG_130136,22,Online,0,166.0,2,2,2022-08-21,0,2,Canceled
INNHG_130137,22,Online,1,139.0,2,2,2022-08-21,0,0,Canceled
INNHG_130138,22,Online,0,191.0,3,2,2022-08-21,0,3,Canceled
INNHG_130139,38,Online,0,125.1,2,1,2022-08-21,0,0,Canceled
INNHG_130140,229,Online,2,177.3,2,2,2022-08-21,1,1,Canceled
INNHG_130141,156,Online,0,103.5,2,2,2022-08-21,1,1,Canceled
INNHG_130142,5,Online,0,167.0,2,1,2022-08-21,0,0,Canceled
INNHG_130143,5,Online,0,167.0,2,1,2022-08-21,0,0,Canceled
INNHG_130144,5,Online,0,167.0,2,1,2022-08-21,0,0,Canceled
INNHG_130145,155,Online,1,121.5,2,1,2022-08-21,0,0,Canceled
INNHG_130146,38,Online,0,135.9,2,2,2022-08-21,0,2,Canceled
INNHG_130147,156,Online,0,103.5,2,2,2022-08-21,1,1,Canceled
INNHG_130148,196,Online,0,139.5,2,2,2022-08-21,0,0,Canceled
INNHG_130149,148,Offline,0,96.9,3,2,2022-08-21,0,1,Canceled
INNHG_130150,156,Online,0,103.5,2,2,2022-08-21,1,1,Canceled
INNHG_130151,36,Online,0,214.75,4,1,2022-08-21,0,0,Canceled
INNHG_130152,157,Online,0,75.27,2,2,2022-08-21,0,3,Canceled
INNHG_130153,157,Online,0,75.27,2,2,2022-08-21,0,3,Canceled
INNHG_130154,164,Online,0,167.45,2,2,2022-08-21,0,2,Canceled
INNHG_130155,209,Online,0,106.25,1,2,2022-08-21,0,5,Canceled
INNHG_130156,4,Online,0,140.0,2,2,2022-08-21,0,2,Canceled
INNHG_130157,38,Online,0,92.86,1,2,2022-08-21,0,0,Canceled
INNHG_130158,156,Online,0,103.5,2,2,2022-08-21,1,1,Canceled
INNHG_130159,167,Online,1,119.7,2,2,2022-08-21,0,0,Canceled
INNHG_130160,10,Online,0,134.0,1,1,2022-08-21,0,0,Canceled
INNHG_130161,110,Online,2,205.38,2,2,2022-08-21,0,5,Canceled
INNHG_130162,24,Online,1,139.0,2,1,2022-08-21,0,0,Canceled
INNHG_130163,205,Online,1,94.5,2,2,2022-08-21,0,1,Canceled
INNHG_130164,196,Online,0,139.5,2,2,2022-08-21,0,0,Canceled
INNHG_130165,162,Online,2,139.05,3,2,2022-08-21,1,2,Canceled
INNHG_130166,155,Online,0,95.2,2,3,2022-08-21,0,5,Canceled
INNHG_130167,62,Online,0,152.1,2,1,2022-08-21,0,0,Canceled
INNHG_130168,104,Online,0,107.1,2,2,2022-08-21,0,1,Canceled
INNHG_130169,3,Online,1,98.56,2,1,2022-08-22,0,3,Not Canceled
INNHG_130170,114,Offline,0,72.25,2,1,2022-08-22,0,3,Not Canceled
INNHG_130171,221,Offline,1,96.9,3,1,2022-08-22,0,1,Not Canceled
INNHG_130172,5,Online,2,155.0,2,1,2022-08-22,0,4,Not Canceled
INNHG_130173,155,Online,1,96.12,2,2,2022-08-22,0,5,Not Canceled
INNHG_130174,51,Online,1,152.1,2,1,2022-08-22,0,2,Not Canceled
INNHG_130175,3,Online,0,100.0,2,1,2022-08-22,0,1,Not Canceled
INNHG_130176,141,Online,0,94.56,2,1,2022-08-22,0,2,Not Canceled
INNHG_130177,14,Online,2,156.0,2,1,2022-08-22,0,1,Not Canceled
INNHG_130178,10,Online,1,160.16,3,1,2022-08-22,0,4,Not Canceled
INNHG_130179,17,Online,1,67.0,1,1,2022-08-22,1,1,Not Canceled
INNHG_130180,101,Offline,1,72.25,2,1,2022-08-22,0,3,Not Canceled
INNHG_130181,17,Online,1,230.0,2,1,2022-08-22,1,3,Not Canceled
INNHG_130182,135,Online,0,72.42,2,1,2022-08-22,0,5,Not Canceled
INNHG_130183,48,Offline,0,122.22,2,1,2022-08-22,0,3,Not Canceled
INNHG_130184,173,Offline,0,96.9,3,1,2022-08-22,0,1,Not Canceled
INNHG_130185,25,Online,1,110.46,2,1,2022-08-22,0,2,Not Canceled
INNHG_130186,115,Offline,0,72.25,2,1,2022-08-22,0,3,Not Canceled
INNHG_130187,3,Online,0,100.0,2,1,2022-08-22,0,1,Not Canceled
INNHG_130188,31,Offline,0,147.72,2,1,2022-08-22,0,2,Not Canceled
INNHG_130189,3,Online,0,100.0,2,1,2022-08-22,0,1,Not Canceled
INNHG_130190,92,Online,2,112.5,1,1,2022-08-22,0,0,Not Canceled
INNHG_130191,115,Offline,0,82.45,2,2,2022-08-22,0,5,Not Canceled
INNHG_130192,48,Online,0,144.9,2,1,2022-08-22,0,1,Not Canceled
INNHG_130193,8,Online,1,128.0,2,1,2022-08-22,0,1,Not Canceled
INNHG_130194,110,Online,0,153.4,3,1,2022-08-22,0,1,Not Canceled
INNHG_130195,40,Online,3,183.74,3,3,2022-08-22,0,5,Not Canceled
INNHG_130196,12,Online,1,156.0,2,1,2022-08-22,0,2,Not Canceled
INNHG_130197,0,Online,0,100.0,2,1,2022-08-22,0,1,Not Canceled
INNHG_130198,101,Offline,1,72.25,2,1,2022-08-22,0,3,Not Canceled
INNHG_130199,38,Online,0,159.6,3,3,2022-08-22,0,6,Not Canceled
INNHG_130200,85,Online,0,165.3,3,1,2022-08-22,0,5,Not Canceled
INNHG_130201,47,Offline,0,85.0,2,1,2022-08-22,0,3,Not Canceled
INNHG_130202,125,Online,0,103.05,2,1,2022-08-22,0,3,Not Canceled
INNHG_130203,44,Online,1,125.1,2,1,2022-08-22,0,2,Not Canceled
INNHG_130204,43,Online,0,152.1,2,1,2022-08-22,0,4,Not Canceled
INNHG_130205,37,Online,2,207.9,2,1,2022-08-22,0,2,Not Canceled
INNHG_130206,37,Online,1,105.33,2,1,2022-08-22,0,4,Not Canceled
INNHG_130207,8,Online,1,99.46,2,1,2022-08-22,0,5,Not Canceled
INNHG_130208,139,Online,1,107.87,2,2,2022-08-22,0,5,Not Canceled
INNHG_130209,47,Offline,0,85.0,2,1,2022-08-22,0,3,Not Canceled
INNHG_130210,3,Online,0,100.0,2,1,2022-08-22,0,1,Not Canceled
INNHG_130211,141,Online,0,135.45,3,1,2022-08-22,0,3,Not Canceled
INNHG_130212,142,Online,1,68.8,2,2,2022-08-22,0,5,Not Canceled
INNHG_130213,63,Offline,0,63.75,2,1,2022-08-22,0,0,Not Canceled
INNHG_130214,141,Online,0,77.62,1,1,2022-08-22,0,2,Not Canceled
INNHG_130215,3,Online,0,100.0,2,1,2022-08-22,0,1,Not Canceled
INNHG_130216,205,Online,1,89.25,2,1,2022-08-22,0,3,Not Canceled
INNHG_130217,141,Online,0,135.45,3,1,2022-08-22,0,3,Not Canceled
INNHG_130218,3,Online,0,100.0,2,1,2022-08-22,0,1,Not Canceled
INNHG_130219,3,Online,0,100.0,2,1,2022-08-22,0,1,Not Canceled
INNHG_130220,2,Online,0,86.28,2,2,2022-08-23,0,5,Not Canceled
INNHG_130221,4,Online,1,157.0,2,0,2022-08-23,1,2,Not Canceled
INNHG_130222,51,Online,1,158.4,2,0,2022-08-23,1,2,Not Canceled
INNHG_130223,0,Online,0,139.0,2,0,2022-08-23,0,1,Not Canceled
INNHG_130224,3,Online,1,139.0,2,0,2022-08-23,0,1,Not Canceled
INNHG_130225,9,Online,2,137.0,2,0,2022-08-23,1,2,Not Canceled
INNHG_130226,231,Offline,2,96.9,3,2,2022-08-23,0,5,Not Canceled
INNHG_130227,121,Online,2,198.9,2,0,2022-08-23,1,1,Not Canceled
INNHG_130228,197,Online,1,97.02,2,2,2022-08-23,0,5,Not Canceled
INNHG_130229,13,Online,2,129.0,1,0,2022-08-23,0,2,Not Canceled
INNHG_130230,156,Online,1,94.5,2,0,2022-08-23,0,2,Not Canceled
INNHG_130231,77,Online,2,108.65,1,0,2022-08-23,0,5,Not Canceled
INNHG_130232,224,Online,1,90.95,2,2,2022-08-23,0,5,Not Canceled
INNHG_130233,42,Online,0,168.3,3,0,2022-08-23,0,5,Not Canceled
INNHG_130234,31,Online,1,129.6,2,2,2022-08-23,0,5,Not Canceled
INNHG_130235,64,Offline,0,105.93,2,2,2022-08-23,0,8,Not Canceled
INNHG_130236,139,Online,1,98.87,2,2,2022-08-23,0,5,Not Canceled
INNHG_130237,231,Offline,2,96.9,3,2,2022-08-23,0,5,Not Canceled
INNHG_130238,115,Online,2,131.4,2,0,2022-08-23,0,5,Not Canceled
INNHG_130239,144,Online,1,112.8,2,1,2022-08-23,0,5,Not Canceled
INNHG_130240,88,Online,0,152.87,3,2,2022-08-23,0,5,Not Canceled
INNHG_130241,110,Online,1,142.2,2,0,2022-08-23,1,2,Not Canceled
INNHG_130242,6,Online,1,140.0,2,0,2022-08-23,0,1,Not Canceled
INNHG_130243,5,Online,0,95.0,2,0,2022-08-23,0,3,Not Canceled
INNHG_130244,19,Online,2,156.0,2,0,2022-08-23,0,3,Not Canceled
INNHG_130245,40,Online,0,149.4,2,0,2022-08-23,0,5,Not Canceled
INNHG_130246,7,Online,1,67.0,1,0,2022-08-23,1,3,Not Canceled
INNHG_130247,1,Online,0,95.65,2,0,2022-08-23,0,2,Not Canceled
INNHG_130248,40,Online,0,149.4,2,0,2022-08-23,0,5,Not Canceled
INNHG_130249,47,Online,0,163.95,3,1,2022-08-23,0,5,Not Canceled
INNHG_130250,7,Online,1,128.0,2,0,2022-08-23,0,1,Not Canceled
INNHG_130251,30,Online,1,179.25,2,1,2022-08-23,0,5,Not Canceled
INNHG_130252,0,Online,2,225.0,3,0,2022-08-23,0,1,Not Canceled
INNHG_130253,136,Online,0,90.9,1,0,2022-08-26,0,2,Not Canceled
INNHG_130254,136,Online,1,90.9,1,0,2022-08-26,0,2,Not Canceled
INNHG_130255,6,Online,1,101.73,2,2,2022-08-26,0,3,Not Canceled
INNHG_130256,7,Online,1,143.0,2,2,2022-08-26,0,2,Not Canceled
INNHG_130257,1,Online,1,174.0,1,1,2022-08-26,0,2,Not Canceled
INNHG_130258,109,Offline,0,68.0,1,2,2022-08-26,0,2,Not Canceled
INNHG_130259,256,Offline,1,72.25,2,0,2022-08-26,0,2,Not Canceled
INNHG_130260,131,Online,2,137.7,3,1,2022-08-26,1,2,Not Canceled
INNHG_130261,203,Offline,0,72.25,2,1,2022-08-26,0,2,Not Canceled
INNHG_130262,155,Online,2,85.5,2,1,2022-08-26,0,2,Not Canceled
INNHG_130263,5,Online,1,129.0,2,0,2022-08-26,0,2,Not Canceled
INNHG_130264,256,Offline,1,72.25,2,0,2022-08-26,0,2,Not Canceled
INNHG_130265,1,Online,1,139.0,2,0,2022-08-26,0,1,Not Canceled
INNHG_130266,52,Online,0,150.9,3,2,2022-08-26,0,4,Not Canceled
INNHG_130267,7,Online,0,147.73,1,1,2022-08-26,0,2,Not Canceled
INNHG_130268,53,Online,0,140.7,2,1,2022-08-26,0,2,Not Canceled
INNHG_130269,29,Online,1,150.8,2,1,2022-08-26,0,2,Not Canceled
INNHG_130270,5,Online,1,96.76,2,1,2022-08-26,0,2,Not Canceled
INNHG_130271,192,Offline,1,96.9,3,2,2022-08-26,0,3,Not Canceled
INNHG_130272,7,Online,1,143.0,2,2,2022-08-26,0,2,Not Canceled
INNHG_130273,256,Offline,1,72.25,2,0,2022-08-26,0,2,Not Canceled
INNHG_130274,12,Online,1,164.0,2,0,2022-08-26,0,1,Not Canceled
INNHG_130275,256,Offline,1,72.25,2,0,2022-08-26,0,2,Not Canceled
INNHG_130276,1,Online,0,96.3,2,2,2022-08-26,0,2,Not Canceled
INNHG_130277,5,Online,2,149.0,2,0,2022-08-26,0,2,Not Canceled
INNHG_130278,136,Online,0,90.9,1,0,2022-08-26,0,2,Not Canceled
INNHG_130279,3,Online,1,169.0,2,0,2022-08-26,0,2,Not Canceled
INNHG_130280,4,Offline,1,155.6,3,1,2022-08-26,0,2,Not Canceled
INNHG_130281,143,Online,0,85.5,2,0,2022-08-26,0,1,Not Canceled
INNHG_130282,100,Online,1,150.3,3,2,2022-08-26,0,2,Not Canceled
INNHG_130283,19,Online,2,162.0,2,1,2022-08-26,0,2,Not Canceled
INNHG_130284,137,Online,0,96.3,2,0,2022-08-26,0,2,Not Canceled
INNHG_130285,154,Offline,0,72.25,2,0,2022-08-26,0,1,Not Canceled
INNHG_130286,65,Offline,1,134.0,2,2,2022-08-26,0,2,Not Canceled
INNHG_130287,92,Online,2,117.9,2,1,2022-08-26,0,2,Not Canceled
INNHG_130288,71,Online,1,131.4,2,2,2022-08-26,0,2,Not Canceled
INNHG_130289,7,Online,1,124.67,2,1,2022-08-26,0,2,Not Canceled
INNHG_130290,136,Online,0,90.9,1,0,2022-08-26,0,2,Not Canceled
INNHG_130291,65,Offline,0,134.0,2,2,2022-08-26,0,2,Not Canceled
INNHG_130292,203,Offline,0,72.25,2,1,2022-08-26,0,2,Not Canceled
INNHG_130293,136,Online,0,90.9,1,0,2022-08-26,0,2,Not Canceled
INNHG_130294,56,Online,2,162.0,3,2,2022-08-26,0,2,Not Canceled
INNHG_130295,9,Online,0,137.0,2,0,2022-08-26,0,2,Not Canceled
INNHG_130296,109,Offline,0,72.25,2,2,2022-08-26,0,2,Not Canceled
INNHG_130297,10,Online,1,136.67,2,1,2022-08-26,0,2,Not Canceled
INNHG_130298,41,Online,0,157.28,3,2,2022-08-26,0,2,Not Canceled
