booking_id,lead_time,market_segment_type,no_of_special_requests,avg_price_per_room,no_of_adults,no_of_weekend_nights,arrival_date,required_car_parking_space,no_of_week_nights,booking_status,rebooked
INNHG_115593,21,Online,2,59.75,2,0,2022-02-03,0,3,Not Canceled,
INNHG_115594,9,Online,0,90.0,2,0,2022-02-03,0,1,Not Canceled,
INNHG_115595,8,Offline,0,65.58,2,1,2022-02-03,0,4,Not Canceled,
INNHG_115596,31,Online,0,89.3,2,0,2022-02-03,0,4,Not Canceled,
INNHG_115597,5,Online,1,130.0,3,0,2022-02-03,0,1,Not Canceled,
INNHG_115598,1,Online,2,92.0,1,0,2022-02-03,0,2,Not Canceled,
INNHG_115599,57,Online,1,62.29,2,0,2022-02-03,0,3,Not Canceled,
INNHG_115600,6,Online,1,79.0,1,0,2022-02-03,0,1,Canceled,Yes
INNHG_115601,28,Online,0,74.7,1,2,2022-02-03,0,7,Canceled,No
INNHG_115602,24,Online,0,96.0,2,0,2022-02-03,0,3,Canceled,No
INNHG_115603,12,Online,0,171.0,2,0,2022-02-03,0,2,Canceled,No
INNHG_115604,14,Online,0,64.05,2,6,2022-02-03,0,16,Canceled,No
INNHG_115605,20,Online,0,91.0,2,0,2022-02-03,0,3,Canceled,No
INNHG_115606,27,Online,1,66.31,2,2,2022-02-04,0,3,Not Canceled,
INNHG_115607,0,Online,0,98.33,2,0,2022-02-04,0,3,Not Canceled,
INNHG_115608,31,Online,0,77.0,2,0,2022-02-04,0,1,Not Canceled,
INNHG_115609,6,Offline,0,66.0,2,0,2022-02-04,0,3,Not Canceled,
INNHG_115610,10,Online,0,66.0,1,0,2022-02-04,0,1,Not Canceled,
INNHG_115611,63,Online,3,62.32,2,1,2022-02-04,0,3,Not Canceled,
INNHG_115612,31,Online,0,71.0,1,0,2022-02-04,0,2,Not Canceled,
INNHG_115613,7,Online,1,86.0,1,0,2022-02-04,0,1,Not Canceled,
INNHG_115614,15,Online,1,65.2,1,2,2022-02-04,0,5,Not Canceled,
INNHG_115615,31,Online,0,77.0,2,0,2022-02-04,0,2,Not Canceled,
INNHG_115616,4,Online,1,72.07,2,0,2022-02-04,0,2,Not Canceled,
INNHG_115617,31,Online,1,80.3,2,0,2022-02-04,0,3,Not Canceled,
INNHG_115618,58,Online,1,53.97,2,0,2022-02-04,0,3,Not Canceled,
INNHG_115619,129,Offline,0,62.0,2,0,2022-02-04,0,3,Not Canceled,
INNHG_115620,3,Online,1,93.0,2,0,2022-02-04,0,1,Not Canceled,
INNHG_115621,37,Online,1,69.5,2,1,2022-02-04,0,3,Not Canceled,
INNHG_115622,14,Online,0,86.0,1,1,2022-02-04,0,3,Not Canceled,
INNHG_115623,4,Online,1,93.0,2,0,2022-02-04,0,2,Not Canceled,
INNHG_115624,4,Online,1,133.0,3,0,2022-02-04,0,2,Not Canceled,
INNHG_115625,3,Online,0,86.0,1,0,2022-02-04,0,1,Not Canceled,
INNHG_115626,59,Offline,0,60.0,2,0,2022-02-04,0,3,Not Canceled,
INNHG_115627,22,Online,1,71.6,2,0,2022-02-04,0,3,Not Canceled,
INNHG_115628,14,Online,0,112.0,2,0,2022-02-04,0,3,Not Canceled,
INNHG_115629,1,Online,1,90.0,2,2,2022-02-04,1,4,Not Canceled,
INNHG_115630,31,Online,0,71.0,1,0,2022-02-04,0,2,Not Canceled,
INNHG_115631,10,Online,0,66.0,1,0,2022-02-04,0,1,Not Canceled,
INNHG_115632,31,Online,0,77.0,2,0,2022-02-04,0,2,Not Canceled,
INNHG_115633,1,Online,0,85.0,1,2,2022-02-04,0,3,Not Canceled,
INNHG_115634,31,Online,0,81.5,2,0,2022-02-04,0,2,Not Canceled,
INNHG_115635,31,Online,0,77.0,2,0,2022-02-04,0,2,Not Canceled,
INNHG_115636,31,Online,0,77.0,2,0,2022-02-04,0,2,Not Canceled,
INNHG_115637,33,Online,0,69.5,2,0,2022-02-04,0,3,Not Canceled,
INNHG_115638,31,Online,0,81.5,2,0,2022-02-04,0,2,Not Canceled,
INNHG_115639,5,Offline,2,66.0,2,0,2022-02-04,0,1,Not Canceled,
INNHG_115640,52,Online,0,73.95,2,2,2022-02-04,0,3,Canceled,No
INNHG_115641,22,Online,0,82.33,1,0,2022-02-04,0,3,Canceled,No
INNHG_115642,6,Online,1,109.0,2,1,2022-02-04,0,3,Canceled,No
INNHG_115643,28,Online,0,81.0,1,0,2022-02-04,0,1,Canceled,No
INNHG_115644,8,Online,0,127.0,3,0,2022-02-04,0,3,Canceled,Yes
INNHG_115645,31,Online,0,71.0,1,0,2022-02-04,0,2,Canceled,No
INNHG_115646,41,Online,0,82.45,2,0,2022-02-04,0,3,Canceled,No
INNHG_115647,31,Online,0,70.0,1,0,2022-02-04,0,2,Canceled,No
INNHG_115648,0,Online,0,79.0,2,0,2022-02-04,0,1,Canceled,No
INNHG_115649,13,Online,0,85.0,1,2,2022-02-04,0,6,Canceled,No
INNHG_115650,29,Online,0,75.0,2,0,2022-02-04,0,1,Canceled,No
INNHG_115651,9,Online,0,79.0,2,0,2022-02-04,0,3,Canceled,Yes
INNHG_115652,11,Online,0,90.0,2,0,2022-02-05,1,1,Not Canceled,
INNHG_115653,8,Online,1,93.0,2,0,2022-02-05,0,2,Not Canceled,
INNHG_115654,32,Online,1,89.3,2,0,2022-02-05,0,2,Not Canceled,
INNHG_115655,55,Online,1,59.28,2,1,2022-02-05,0,2,Not Canceled,
INNHG_115656,4,Online,2,120.0,2,0,2022-02-05,1,2,Not Canceled,
INNHG_115657,7,Online,0,86.0,1,0,2022-02-05,0,2,Not Canceled,
INNHG_115658,95,Offline,0,72.0,2,1,2022-02-05,0,2,Not Canceled,
INNHG_115659,15,Online,0,97.0,2,1,2022-02-05,0,2,Not Canceled,
INNHG_115660,15,Online,0,100.0,1,1,2022-02-05,0,2,Not Canceled,
INNHG_115661,7,Online,2,81.0,2,0,2022-02-05,0,1,Not Canceled,
INNHG_115662,16,Online,0,82.8,2,0,2022-02-05,0,2,Not Canceled,
INNHG_115663,33,Online,1,80.3,2,1,2022-02-05,0,2,Not Canceled,
INNHG_115664,6,Online,0,81.0,2,0,2022-02-05,0,2,Not Canceled,
INNHG_115665,29,Online,0,84.65,2,0,2022-02-05,0,2,Not Canceled,
INNHG_115666,41,Online,0,79.43,2,2,2022-02-05,0,3,Not Canceled,
INNHG_115667,2,Online,1,57.98,1,1,2022-02-05,0,2,Not Canceled,
INNHG_115668,70,Online,0,69.5,2,0,2022-02-05,0,2,Not Canceled,
INNHG_115669,9,Offline,0,66.0,2,1,2022-02-05,0,2,Not Canceled,
INNHG_115670,31,Online,1,89.3,2,0,2022-02-05,1,1,Not Canceled,
INNHG_115671,28,Online,1,77.39,2,2,2022-02-05,0,2,Not Canceled,
INNHG_115672,12,Online,1,93.0,2,0,2022-02-05,0,2,Not Canceled,
INNHG_115673,26,Online,1,77.0,2,0,2022-02-05,0,2,Not Canceled,
INNHG_115674,6,Online,0,108.0,2,0,2022-02-05,0,2,Not Canceled,
INNHG_115675,128,Offline,1,43.43,2,2,2022-02-05,0,5,Not Canceled,
INNHG_115676,16,Online,0,64.22,2,1,2022-02-05,0,2,Not Canceled,
INNHG_115677,15,Online,0,86.0,1,0,2022-02-05,0,2,Not Canceled,
INNHG_115678,15,Online,0,86.0,1,0,2022-02-05,0,2,Not Canceled,
INNHG_115679,1,Online,0,92.0,2,0,2022-02-05,0,2,Not Canceled,
INNHG_115680,11,Online,2,129.0,3,0,2022-02-05,0,2,Not Canceled,
INNHG_115681,3,Online,2,111.0,2,0,2022-02-05,0,2,Not Canceled,
INNHG_115682,58,Offline,0,60.0,2,1,2022-02-05,0,2,Not Canceled,
INNHG_115683,32,Online,1,80.3,2,2,2022-02-05,0,3,Not Canceled,
INNHG_115684,17,Online,0,65.2,2,0,2022-02-05,0,2,Not Canceled,
INNHG_115685,12,Online,1,130.0,3,1,2022-02-05,0,2,Not Canceled,
INNHG_115686,30,Online,1,89.3,2,2,2022-02-05,0,2,Not Canceled,
INNHG_115687,60,Online,0,78.3,2,1,2022-02-05,0,2,Not Canceled,
INNHG_115688,31,Online,1,80.3,2,0,2022-02-05,0,1,Not Canceled,
INNHG_115689,28,Online,1,73.39,0,2,2022-02-05,0,2,Not Canceled,
INNHG_115690,2,Online,2,159.5,2,0,2022-02-05,0,2,Not Canceled,
INNHG_115691,28,Online,0,84.65,2,2,2022-02-05,0,2,Not Canceled,
INNHG_115692,2,Online,0,97.0,1,0,2022-02-05,0,2,Not Canceled,
INNHG_115693,1,Online,1,62.91,1,2,2022-02-05,0,2,Not Canceled,
INNHG_115694,128,Offline,1,43.43,2,2,2022-02-05,0,5,Not Canceled,
INNHG_115695,12,Online,1,108.0,2,1,2022-02-05,0,2,Not Canceled,
INNHG_115696,7,Online,0,86.0,1,0,2022-02-05,0,2,Not Canceled,
INNHG_115697,128,Offline,1,43.43,2,2,2022-02-05,0,5,Not Canceled,
INNHG_115698,4,Online,0,81.0,2,0,2022-02-05,0,2,Not Canceled,
INNHG_115699,1,Online,1,106.0,2,2,2022-02-05,0,4,Not Canceled,
INNHG_115700,32,Online,0,72.9,1,1,2022-02-05,0,2,Canceled,No
INNHG_115701,4,Online,0,81.0,2,2,2022-02-05,0,2,Canceled,No
INNHG_115702,8,Online,1,91.0,2,0,2022-02-05,0,2,Canceled,Yes
INNHG_115703,43,Online,0,69.53,0,1,2022-02-05,0,2,Canceled,Yes
INNHG_115704,28,Online,0,101.78,1,2,2022-02-05,0,7,Canceled,No
INNHG_115705,13,Online,0,79.0,2,2,2022-02-05,0,4,Canceled,No
INNHG_115706,38,Online,1,87.3,2,0,2022-02-05,0,2,Canceled,Yes
INNHG_115707,31,Online,0,67.5,2,0,2022-02-05,0,2,Canceled,No
INNHG_115708,6,Online,0,106.0,2,0,2022-02-05,0,2,Canceled,No
INNHG_115709,29,Online,0,70.91,1,6,2022-02-05,0,14,Canceled,Yes
INNHG_115710,12,Online,0,85.0,1,1,2022-02-05,0,2,Canceled,No
INNHG_115711,8,Online,1,127.0,3,0,2022-02-05,0,2,Canceled,No
INNHG_115712,31,Online,0,67.5,2,0,2022-02-05,0,2,Canceled,Yes
INNHG_115713,16,Online,0,63.2,2,2,2022-02-05,0,6,Canceled,Yes
INNHG_115714,4,Online,0,91.0,2,2,2022-02-05,0,2,Canceled,Yes
INNHG_115715,7,Online,0,79.0,2,1,2022-02-05,0,2,Canceled,No
INNHG_115716,43,Online,0,69.52,2,1,2022-02-05,0,2,Canceled,No
INNHG_115717,28,Online,0,76.95,1,2,2022-02-05,0,2,Canceled,Yes
INNHG_115718,12,Online,0,55.72,2,2,2022-02-06,0,2,Not Canceled,
INNHG_115719,9,Online,1,62.58,2,2,2022-02-06,0,6,Not Canceled,
INNHG_115720,2,Online,1,81.0,2,0,2022-02-06,0,1,Not Canceled,
INNHG_115721,16,Online,0,86.0,1,0,2022-02-06,0,1,Not Canceled,
INNHG_115722,49,Online,2,84.45,2,2,2022-02-06,0,2,Not Canceled,
INNHG_115723,31,Online,0,50.6,2,2,2022-02-06,0,2,Not Canceled,
INNHG_115724,40,Offline,0,40.67,2,2,2022-02-06,0,1,Not Canceled,
INNHG_115725,28,Online,2,84.3,2,2,2022-02-06,0,1,Not Canceled,
INNHG_115726,0,Online,0,79.0,1,0,2022-02-06,0,1,Not Canceled,
INNHG_115727,45,Online,1,46.9,1,2,2022-02-06,0,2,Not Canceled,
INNHG_115728,33,Online,1,98.3,2,1,2022-02-06,1,1,Not Canceled,
INNHG_115729,13,Online,2,130.0,3,2,2022-02-06,0,1,Not Canceled,
INNHG_115730,2,Online,0,74.8,2,0,2022-02-06,0,1,Not Canceled,
INNHG_115731,48,Online,0,80.3,2,0,2022-02-06,0,1,Not Canceled,
INNHG_115732,29,Online,1,81.54,2,2,2022-02-06,0,5,Not Canceled,
INNHG_115733,4,Online,0,81.0,2,0,2022-02-06,0,1,Not Canceled,
INNHG_115734,10,Online,1,93.0,2,0,2022-02-06,0,1,Not Canceled,
INNHG_115735,37,Online,1,81.55,2,1,2022-02-06,1,1,Not Canceled,
INNHG_115736,28,Online,2,81.1,1,2,2022-02-06,0,1,Not Canceled,
INNHG_115737,11,Online,1,93.0,2,0,2022-02-06,0,1,Not Canceled,
INNHG_115738,31,Online,1,69.5,2,2,2022-02-06,0,1,Not Canceled,
INNHG_115739,31,Online,1,69.5,2,2,2022-02-06,0,1,Not Canceled,
INNHG_115740,0,Online,0,0.0,1,0,2022-02-06,0,1,Not Canceled,
INNHG_115741,11,Online,1,81.0,2,2,2022-02-06,0,1,Not Canceled,
INNHG_115742,2,Online,1,102.0,2,1,2022-02-06,1,1,Not Canceled,
INNHG_115743,13,Online,1,86.0,1,1,2022-02-06,0,1,Not Canceled,
INNHG_115744,35,Online,1,69.5,0,1,2022-02-06,0,1,Not Canceled,
INNHG_115745,1,Online,0,120.0,2,1,2022-02-06,0,1,Not Canceled,
INNHG_115746,4,Online,0,198.0,2,2,2022-02-06,0,1,Not Canceled,
INNHG_115747,1,Online,1,81.0,2,0,2022-02-06,0,1,Not Canceled,
INNHG_115748,2,Online,2,130.0,3,2,2022-02-06,0,2,Not Canceled,
INNHG_115749,1,Online,0,86.0,1,1,2022-02-06,0,1,Not Canceled,
INNHG_115750,31,Online,1,69.5,2,2,2022-02-06,0,1,Not Canceled,
INNHG_115751,45,Online,1,55.24,2,2,2022-02-06,0,2,Not Canceled,
INNHG_115752,18,Online,1,81.8,1,2,2022-02-06,0,1,Not Canceled,
INNHG_115753,12,Online,0,86.0,1,1,2022-02-06,0,1,Not Canceled,
INNHG_115754,32,Online,2,67.5,2,1,2022-02-06,0,1,Not Canceled,
INNHG_115755,3,Online,1,130.0,3,0,2022-02-06,0,1,Not Canceled,
INNHG_115756,38,Online,2,53.97,2,2,2022-02-06,0,2,Not Canceled,
INNHG_115757,8,Online,0,101.0,1,0,2022-02-06,0,1,Not Canceled,
INNHG_115758,2,Online,1,81.0,2,0,2022-02-06,0,1,Not Canceled,
INNHG_115759,1,Online,0,0.0,1,0,2022-02-06,0,0,Not Canceled,
INNHG_115760,9,Online,2,130.0,3,2,2022-02-06,0,1,Not Canceled,
INNHG_115761,68,Online,0,51.09,2,2,2022-02-06,0,2,Not Canceled,
INNHG_115762,12,Online,0,109.0,2,0,2022-02-06,0,1,Canceled,No
INNHG_115763,58,Online,0,73.95,2,2,2022-02-06,0,2,Canceled,Yes
INNHG_115764,85,Online,0,57.0,2,1,2022-02-06,0,1,Canceled,No
INNHG_115765,12,Online,0,109.0,2,0,2022-02-06,0,1,Canceled,No
INNHG_115766,12,Online,0,109.0,2,0,2022-02-06,0,1,Canceled,No
INNHG_115767,21,Online,0,91.0,2,0,2022-02-06,0,1,Canceled,No
INNHG_115768,32,Online,1,67.5,2,1,2022-02-06,0,1,Canceled,No
INNHG_115769,17,Online,1,68.0,1,2,2022-02-06,0,5,Canceled,No
INNHG_115770,16,Online,0,85.0,1,1,2022-02-06,0,1,Canceled,Yes
INNHG_115771,27,Online,0,75.0,2,1,2022-02-06,0,1,Canceled,No
INNHG_115772,34,Online,1,67.5,1,2,2022-02-06,0,2,Canceled,Yes
INNHG_115773,32,Online,0,78.3,2,0,2022-02-06,0,1,Canceled,No
INNHG_115774,24,Online,0,85.0,1,2,2022-02-06,0,1,Canceled,No
INNHG_115775,3,Online,0,79.0,2,2,2022-02-06,0,6,Canceled,No
INNHG_115776,4,Online,0,81.0,2,2,2022-02-06,0,4,Canceled,No
INNHG_115777,25,Online,0,64.64,2,2,2022-02-07,0,2,Not Canceled,
INNHG_115778,3,Online,1,72.07,2,2,2022-02-07,0,2,Not Canceled,
INNHG_115779,14,Online,1,81.0,2,2,2022-02-07,0,5,Not Canceled,
INNHG_115780,4,Offline,0,87.0,2,2,2022-02-07,0,0,Not Canceled,
INNHG_115781,33,Online,1,61.75,2,2,2022-02-07,0,2,Not Canceled,
INNHG_115782,137,Offline,2,77.0,2,2,2022-02-07,0,1,Not Canceled,
INNHG_115783,17,Online,1,81.07,2,2,2022-02-07,0,0,Not Canceled,
INNHG_115784,41,Offline,0,65.0,2,2,2022-02-07,0,3,Not Canceled,
INNHG_115785,20,Online,2,93.0,2,2,2022-02-07,0,1,Not Canceled,
INNHG_115786,4,Online,1,102.0,2,2,2022-02-07,1,0,Not Canceled,
INNHG_115787,12,Online,2,111.0,2,2,2022-02-07,0,0,Not Canceled,
INNHG_115788,18,Online,1,82.8,2,2,2022-02-07,0,1,Not Canceled,
INNHG_115789,19,Online,2,82.8,2,2,2022-02-07,0,1,Not Canceled,
INNHG_115790,10,Online,2,130.0,3,2,2022-02-07,0,0,Not Canceled,
INNHG_115791,12,Online,1,97.1,1,2,2022-02-07,0,3,Not Canceled,
INNHG_115792,23,Offline,0,66.0,2,2,2022-02-07,0,1,Not Canceled,
INNHG_115793,1,Offline,0,51.5,2,2,2022-02-07,0,1,Not Canceled,
INNHG_115794,35,Online,1,80.3,2,2,2022-02-07,0,2,Not Canceled,
INNHG_115795,3,Offline,0,79.75,1,2,2022-02-07,0,3,Not Canceled,
INNHG_115796,12,Online,2,93.0,2,1,2022-02-07,0,0,Not Canceled,
INNHG_115797,20,Online,2,86.0,1,2,2022-02-07,0,1,Not Canceled,
INNHG_115798,19,Online,2,82.13,2,2,2022-02-07,0,1,Not Canceled,
INNHG_115799,132,Offline,0,62.0,2,2,2022-02-07,0,1,Not Canceled,
INNHG_115800,4,Offline,0,87.0,2,2,2022-02-07,0,0,Not Canceled,
INNHG_115801,6,Offline,1,90.2,3,2,2022-02-07,0,2,Not Canceled,
INNHG_115802,23,Offline,0,66.0,2,2,2022-02-07,0,1,Not Canceled,
INNHG_115803,2,Online,0,86.0,1,1,2022-02-07,0,0,Not Canceled,
INNHG_115804,0,Online,0,79.0,2,1,2022-02-07,0,0,Not Canceled,
INNHG_115805,20,Online,2,93.0,2,2,2022-02-07,0,1,Not Canceled,
INNHG_115806,20,Online,2,93.0,2,2,2022-02-07,0,1,Not Canceled,
INNHG_115807,12,Online,2,130.0,3,2,2022-02-07,0,3,Not Canceled,
INNHG_115808,64,Offline,0,65.0,2,2,2022-02-07,0,1,Not Canceled,
INNHG_115809,76,Offline,0,41.0,1,2,2022-02-07,0,5,Not Canceled,
INNHG_115810,19,Online,2,82.8,2,2,2022-02-07,0,1,Not Canceled,
INNHG_115811,2,Online,1,127.0,3,1,2022-02-07,0,0,Not Canceled,
INNHG_115812,4,Online,1,76.22,1,2,2022-02-07,1,2,Not Canceled,
INNHG_115813,12,Online,2,93.0,2,1,2022-02-07,0,0,Not Canceled,
INNHG_115814,1,Online,2,130.0,3,2,2022-02-07,0,0,Not Canceled,
INNHG_115815,137,Offline,2,93.0,3,2,2022-02-07,0,1,Not Canceled,
INNHG_115816,48,Offline,0,74.0,2,2,2022-02-07,0,1,Not Canceled,
INNHG_115817,12,Online,2,93.0,2,1,2022-02-07,0,0,Not Canceled,
INNHG_115818,26,Online,0,64.64,2,2,2022-02-07,0,2,Not Canceled,
INNHG_115819,47,Online,1,78.3,2,2,2022-02-07,0,0,Canceled,No
INNHG_115820,31,Online,0,78.3,2,2,2022-02-07,0,0,Canceled,Yes
INNHG_115821,27,Online,0,70.0,1,4,2022-02-07,0,5,Canceled,No
INNHG_115822,14,Online,1,91.0,2,2,2022-02-07,0,2,Canceled,Yes
INNHG_115823,12,Online,1,93.0,2,1,2022-02-07,0,0,Canceled,No
INNHG_115824,3,Online,0,79.0,2,2,2022-02-07,0,0,Canceled,No
INNHG_115825,12,Online,0,129.0,2,2,2022-02-07,0,1,Canceled,No
INNHG_115826,33,Online,1,80.3,2,1,2022-02-08,0,0,Not Canceled,
INNHG_115827,3,Online,1,129.0,1,1,2022-02-08,0,0,Not Canceled,
INNHG_115828,14,Online,1,90.0,2,1,2022-02-08,1,0,Not Canceled,
INNHG_115829,39,Offline,2,98.94,3,1,2022-02-08,0,1,Not Canceled,
INNHG_115830,5,Online,1,58.88,2,1,2022-02-08,0,3,Not Canceled,
INNHG_115831,20,Online,1,83.8,2,1,2022-02-08,0,1,Not Canceled,
INNHG_115832,56,Online,0,71.52,2,1,2022-02-08,0,2,Not Canceled,
INNHG_115833,77,Online,1,69.84,1,1,2022-02-08,0,5,Not Canceled,
INNHG_115834,44,Online,0,173.0,2,1,2022-02-08,0,1,Not Canceled,
INNHG_115835,7,Online,1,81.0,2,1,2022-02-08,0,3,Not Canceled,
INNHG_115836,4,Offline,0,117.0,2,1,2022-02-08,0,2,Not Canceled,
INNHG_115837,33,Online,2,75.23,2,1,2022-02-08,0,4,Not Canceled,
INNHG_115838,2,Online,1,109.0,2,1,2022-02-08,0,0,Not Canceled,
INNHG_115839,34,Online,0,73.9,1,1,2022-02-08,0,4,Not Canceled,
INNHG_115840,66,Offline,1,85.0,3,1,2022-02-08,0,2,Not Canceled,
INNHG_115841,34,Online,0,73.9,1,1,2022-02-08,0,4,Not Canceled,
INNHG_115842,39,Online,1,64.64,2,1,2022-02-08,0,1,Not Canceled,
INNHG_115843,3,Online,1,129.0,1,1,2022-02-08,0,0,Not Canceled,
INNHG_115844,2,Online,1,75.0,1,1,2022-02-08,0,1,Not Canceled,
INNHG_115845,32,Online,0,152.3,2,1,2022-02-08,0,4,Not Canceled,
INNHG_115846,33,Online,1,80.3,2,1,2022-02-08,0,3,Not Canceled,
INNHG_115847,56,Offline,1,59.0,1,1,2022-02-08,0,4,Not Canceled,
INNHG_115848,9,Offline,0,58.0,2,1,2022-02-08,0,2,Not Canceled,
INNHG_115849,19,Offline,0,48.67,2,1,2022-02-08,0,2,Not Canceled,
INNHG_115850,56,Offline,1,60.0,2,1,2022-02-08,0,4,Not Canceled,
INNHG_115851,3,Online,1,129.0,1,1,2022-02-08,0,0,Not Canceled,
INNHG_115852,18,Online,1,80.0,1,1,2022-02-08,0,2,Not Canceled,
INNHG_115853,3,Offline,0,69.0,1,1,2022-02-08,0,3,Not Canceled,
INNHG_115854,57,Online,0,23.0,2,1,2022-02-08,0,2,Not Canceled,
INNHG_115855,30,Online,2,152.3,2,1,2022-02-08,0,4,Not Canceled,
INNHG_115856,2,Online,1,133.6,3,1,2022-02-08,0,4,Not Canceled,
INNHG_115857,5,Online,0,69.1,2,1,2022-02-08,0,3,Not Canceled,
INNHG_115858,39,Offline,2,98.94,3,1,2022-02-08,0,1,Not Canceled,
INNHG_115859,20,Online,1,74.8,2,1,2022-02-08,0,1,Not Canceled,
INNHG_115860,54,Online,1,75.95,2,1,2022-02-08,0,4,Not Canceled,
INNHG_115861,37,Online,1,78.5,2,1,2022-02-08,1,4,Not Canceled,
INNHG_115862,28,Online,0,66.0,2,1,2022-02-08,0,3,Not Canceled,
INNHG_115863,31,Online,0,72.9,1,1,2022-02-08,0,2,Canceled,Yes
INNHG_115864,20,Online,1,86.0,1,3,2022-02-08,0,5,Canceled,No
INNHG_115865,44,Online,1,66.5,0,1,2022-02-08,0,3,Canceled,No
INNHG_115866,26,Online,0,171.0,2,1,2022-02-08,0,1,Canceled,No
INNHG_115867,20,Online,1,86.0,1,3,2022-02-08,0,5,Canceled,No
INNHG_115868,4,Online,0,65.33,1,0,2022-02-09,0,3,Not Canceled,
INNHG_115869,66,Online,1,80.55,2,0,2022-02-09,1,3,Not Canceled,
INNHG_115870,8,Online,1,72.07,2,0,2022-02-09,0,1,Not Canceled,
INNHG_115871,4,Online,0,86.0,1,0,2022-02-09,0,1,Not Canceled,
INNHG_115872,13,Online,0,173.0,2,2,2022-02-09,0,6,Not Canceled,
INNHG_115873,18,Online,1,67.22,1,0,2022-02-09,0,2,Not Canceled,
INNHG_115874,8,Online,1,130.0,3,0,2022-02-09,0,4,Not Canceled,
INNHG_115875,64,Online,1,69.5,0,0,2022-02-09,0,3,Not Canceled,
INNHG_115876,1,Online,0,109.0,2,0,2022-02-09,0,1,Not Canceled,
INNHG_115877,35,Online,1,73.9,1,0,2022-02-09,0,4,Not Canceled,
INNHG_115878,41,Online,1,57.83,1,0,2022-02-09,0,2,Not Canceled,
INNHG_115879,29,Offline,0,66.0,2,0,2022-02-09,0,3,Not Canceled,
INNHG_115880,20,Online,1,63.22,1,0,2022-02-09,0,2,Not Canceled,
INNHG_115881,92,Online,1,69.5,2,0,2022-02-09,0,2,Not Canceled,
INNHG_115882,4,Online,2,97.1,2,0,2022-02-09,0,3,Not Canceled,
INNHG_115883,17,Online,0,136.0,3,0,2022-02-09,0,2,Canceled,No
INNHG_115884,1,Online,0,79.0,2,0,2022-02-09,0,1,Canceled,No
INNHG_115885,1,Online,1,81.0,2,0,2022-02-09,0,1,Canceled,No
INNHG_115886,10,Online,1,93.0,2,0,2022-02-09,0,2,Canceled,No
INNHG_115887,34,Online,0,67.5,2,0,2022-02-09,0,4,Canceled,No
INNHG_115888,10,Online,1,93.0,2,0,2022-02-09,0,3,Canceled,No
INNHG_115889,3,Online,1,100.0,2,0,2022-02-09,0,3,Canceled,No
INNHG_115890,35,Online,1,67.5,2,0,2022-02-09,0,5,Canceled,Yes
INNHG_115891,5,Online,1,66.0,1,0,2022-02-10,0,1,Not Canceled,
INNHG_115892,2,Online,1,80.0,1,0,2022-02-10,0,2,Not Canceled,
INNHG_115893,2,Online,0,71.0,2,0,2022-02-10,0,1,Not Canceled,
INNHG_115894,1,Online,2,93.0,2,0,2022-02-10,0,4,Not Canceled,
INNHG_115895,0,Online,2,106.0,2,0,2022-02-10,0,1,Not Canceled,
INNHG_115896,0,Online,2,0.0,1,0,2022-02-10,0,1,Not Canceled,
INNHG_115897,2,Online,0,80.67,2,2,2022-02-10,0,4,Not Canceled,
INNHG_115898,0,Online,2,0.0,2,0,2022-02-10,0,1,Not Canceled,
INNHG_115899,37,Online,1,80.3,2,1,2022-02-10,0,4,Not Canceled,
INNHG_115900,1,Online,0,91.33,2,0,2022-02-10,0,3,Not Canceled,
INNHG_115901,2,Online,2,117.75,2,0,2022-02-10,0,4,Not Canceled,
INNHG_115902,0,Online,0,79.0,1,0,2022-02-10,0,1,Not Canceled,
INNHG_115903,0,Online,1,0.0,1,0,2022-02-10,0,1,Not Canceled,
INNHG_115904,3,Online,0,63.88,2,1,2022-02-10,0,4,Not Canceled,
INNHG_115905,0,Online,0,70.0,1,0,2022-02-10,0,1,Not Canceled,
INNHG_115906,8,Online,2,92.67,3,0,2022-02-10,0,3,Not Canceled,
INNHG_115907,2,Online,0,93.0,2,2,2022-02-10,0,4,Not Canceled,
INNHG_115908,0,Online,0,75.0,2,0,2022-02-10,0,2,Not Canceled,
INNHG_115909,1,Online,0,86.0,1,0,2022-02-10,0,3,Not Canceled,
INNHG_115910,33,Online,1,84.57,2,0,2022-02-10,0,3,Not Canceled,
INNHG_115911,2,Online,0,72.0,2,0,2022-02-10,0,2,Not Canceled,
INNHG_115912,39,Online,1,57.28,2,0,2022-02-10,0,3,Not Canceled,
INNHG_115913,28,Online,1,89.0,2,0,2022-02-10,0,2,Not Canceled,
INNHG_115914,2,Offline,0,83.8,2,1,2022-02-10,1,4,Not Canceled,
INNHG_115915,7,Online,0,93.0,2,0,2022-02-10,0,4,Not Canceled,
INNHG_115916,65,Offline,0,60.0,2,0,2022-02-10,0,3,Not Canceled,
INNHG_115917,2,Offline,0,82.0,2,0,2022-02-10,0,3,Not Canceled,
INNHG_115918,5,Online,0,86.0,1,0,2022-02-10,0,1,Not Canceled,
INNHG_115919,0,Online,0,79.0,2,0,2022-02-10,0,1,Not Canceled,
INNHG_115920,9,Online,1,86.0,1,0,2022-02-10,0,1,Not Canceled,
INNHG_115921,5,Online,1,66.0,1,0,2022-02-10,0,1,Not Canceled,
INNHG_115922,119,Online,1,81.0,2,0,2022-02-10,0,3,Canceled,Yes
INNHG_115923,10,Online,2,126.5,2,0,2022-02-10,0,4,Canceled,No
