customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST2496,1,No,No,11,Yes,DSL,Month-to-month,Bank transfer,35.79,393.69,No
CUST2497,1,No,Yes,1,No,Fiber optic,Month-to-month,Electronic check,76.53,76.53,Yes
CUST2498,0,Yes,Yes,13,Yes,No,One year,Bank transfer,51.85,674.05,Yes
CUST2499,1,No,Yes,30,Yes,Fiber optic,One year,Electronic check,27.70,831.00,Yes
CUST2500,0,Yes,Yes,69,No,No,Month-to-month,Credit card,71.00,4899.00,Yes
CUST2501,0,No,Yes,18,Yes,DSL,Two year,Credit card,86.92,1564.56,Yes
CUST2502,1,No,Yes,13,No,DSL,One year,Credit card,93.65,1217.45,Yes
CUST2503,0,No,No,32,Yes,Fiber optic,Month-to-month,Bank transfer,103.75,3320.00,No
CUST2504,1,No,No,71,No,Fiber optic,Two year,Credit card,68.20,4842.20,Yes
CUST2505,0,No,No,72,Yes,Fiber optic,One year,Electronic check,59.06,4252.32,No
CUST2506,1,Yes,No,50,Yes,DSL,One year,Bank transfer,88.41,4420.50,No
CUST2507,0,Yes,No,71,Yes,DSL,Month-to-month,Bank transfer,21.34,1515.14,No
CUST2508,0,No,No,31,Yes,No,Two year,Electronic check,83.35,2583.85,No
CUST2509,0,No,Yes,51,Yes,Fiber optic,Month-to-month,Electronic check,60.57,3089.07,No
CUST2510,0,No,Yes,27,No,DSL,One year,Electronic check,65.29,1762.83,Yes
CUST2511,0,Yes,Yes,60,No,No,Two year,Credit card,49.63,2977.80,Yes
CUST2512,1,Yes,No,33,Yes,Fiber optic,One year,Bank transfer,32.73,1080.09,No
CUST2513,0,Yes,No,53,No,Fiber optic,Month-to-month,Mailed check,60.14,3187.42,Yes
CUST2514,1,Yes,Yes,72,No,No,Month-to-month,Mailed check,50.82,3659.04,Yes
CUST2515,1,Yes,Yes,33,No,No,One year,Bank transfer,116.01,3828.33,Yes
CUST2516,1,Yes,Yes,41,No,No,Month-to-month,Bank transfer,114.35,4688.35,No
CUST2517,0,Yes,Yes,19,Yes,DSL,Month-to-month,Electronic check,84.39,1603.41,No
CUST2518,0,Yes,Yes,41,No,Fiber optic,One year,Credit card,110.37,4525.17,Yes
CUST2519,0,No,No,42,No,Fiber optic,Two year,Electronic check,95.13,3995.46,No
CUST2520,1,Yes,No,23,Yes,No,One year,Electronic check,54.59,1255.57,No
CUST2521,0,Yes,No,33,Yes,DSL,One year,Mailed check,80.39,2652.87,Yes
CUST2522,0,Yes,Yes,20,Yes,No,Two year,Credit card,42.03,840.60,Yes
CUST2523,1,Yes,No,25,Yes,DSL,Month-to-month,Bank transfer,88.72,2218.00,Yes
CUST2524,1,No,Yes,52,Yes,Fiber optic,Two year,Bank transfer,24.48,1272.96,Yes
CUST2525,1,Yes,No,12,Yes,Fiber optic,One year,Mailed check,103.13,1237.56,No
CUST2526,1,No,Yes,32,Yes,DSL,Two year,Electronic check,78.32,2506.24,Yes
CUST2527,1,No,Yes,33,Yes,Fiber optic,Month-to-month,Credit card,25.84,852.72,No
CUST2528,1,No,No,68,No,Fiber optic,Two year,Electronic check,107.18,7288.24,Yes
CUST2529,0,Yes,No,15,Yes,No,Two year,Credit card,107.77,1616.55,Yes
CUST2530,1,Yes,No,51,No,DSL,One year,Electronic check,105.28,5369.28,No
CUST2531,0,Yes,No,6,Yes,Fiber optic,Two year,Credit card,97.43,584.58,Yes
CUST2532,0,No,No,69,Yes,Fiber optic,One year,Electronic check,87.79,6057.51,Yes
CUST2533,0,No,Yes,69,No,DSL,Month-to-month,Mailed check,59.69,4118.61,Yes
CUST2534,1,No,No,35,Yes,Fiber optic,Two year,Credit card,33.63,1177.05,Yes
CUST2535,0,No,No,34,Yes,DSL,Two year,Electronic check,48.88,1661.92,Yes
CUST2536,1,Yes,Yes,63,No,DSL,One year,Credit card,54.71,3446.73,Yes
CUST2537,1,Yes,No,68,No,No,One year,Electronic check,55.81,3795.08,Yes
CUST2538,0,Yes,Yes,18,No,DSL,Month-to-month,Mailed check,76.55,1377.90,No
CUST2539,1,No,No,26,No,No,One year,Credit card,40.84,1061.84,Yes
CUST2540,0,No,No,61,No,Fiber optic,One year,Electronic check,38.97,2377.17,No
CUST2541,0,Yes,Yes,48,No,DSL,Month-to-month,Mailed check,91.70,4401.60,Yes
CUST2542,1,Yes,No,72,Yes,No,One year,Electronic check,20.75,1494.00,No
CUST2543,0,No,No,31,Yes,DSL,One year,Bank transfer,34.95,1083.45,No
CUST2544,0,Yes,No,34,Yes,Fiber optic,One year,Electronic check,63.50,2159.00,No
CUST2545,0,Yes,No,7,Yes,No,One year,Bank transfer,34.91,244.37,Yes
CUST2546,1,No,Yes,7,Yes,No,Month-to-month,Mailed check,115.98,811.86,Yes
CUST2547,0,No,Yes,47,No,No,Month-to-month,Electronic check,87.01,4089.47,No
CUST2548,1,No,No,8,No,Fiber optic,One year,Credit card,63.28,506.24,No
CUST2549,1,Yes,No,1,Yes,No,Two year,Credit card,31.23,31.23,Yes
CUST2550,0,No,Yes,3,No,Fiber optic,Month-to-month,Credit card,58.52,175.56,No
CUST2551,0,Yes,Yes,53,Yes,Fiber optic,Two year,Credit card,85.06,4508.18,No
CUST2552,1,Yes,No,38,No,DSL,One year,Electronic check,116.88,4441.44,Yes
CUST2553,1,No,Yes,51,Yes,Fiber optic,One year,Electronic check,67.27,3430.77,No
CUST2554,0,Yes,Yes,15,Yes,No,Month-to-month,Bank transfer,89.24,1338.60,No
CUST2555,0,No,Yes,67,Yes,No,Two year,Electronic check,39.54,2649.18,No
CUST2556,1,No,Yes,64,No,Fiber optic,Month-to-month,Mailed check,82.36,5271.04,No
CUST2557,1,Yes,No,68,No,Fiber optic,Month-to-month,Credit card,43.91,2985.88,Yes
CUST2558,1,Yes,Yes,5,Yes,DSL,Month-to-month,Electronic check,39.81,199.05,Yes
CUST2559,1,No,No,10,No,DSL,One year,Mailed check,70.92,709.20,No
CUST2560,1,No,No,8,Yes,No,Two year,Bank transfer,41.17,329.36,Yes
CUST2561,0,No,Yes,12,Yes,Fiber optic,One year,Mailed check,92.13,1105.56,No
CUST2562,1,No,No,64,No,No,One year,Bank transfer,113.73,7278.72,Yes
CUST2563,1,No,No,59,Yes,Fiber optic,One year,Credit card,59.36,3502.24,Yes
CUST2564,0,No,Yes,67,Yes,No,Month-to-month,Bank transfer,52.25,3500.75,Yes
CUST2565,0,Yes,Yes,50,Yes,No,One year,Bank transfer,37.59,1879.50,Yes
CUST2566,1,Yes,Yes,23,No,No,One year,Mailed check,59.04,1357.92,Yes
CUST2567,1,Yes,No,40,Yes,Fiber optic,One year,Credit card,75.96,3038.40,Yes
CUST2568,0,Yes,No,18,Yes,DSL,One year,Mailed check,57.30,1031.40,No
CUST2569,1,No,No,21,Yes,DSL,One year,Credit card,82.31,1728.51,Yes
CUST2570,1,Yes,No,1,Yes,Fiber optic,One year,Mailed check,86.24,86.24,No
CUST2571,0,Yes,Yes,38,No,DSL,Two year,Electronic check,29.78,1131.64,No
CUST2572,1,No,No,41,Yes,No,Month-to-month,Mailed check,89.78,3680.98,Yes
CUST2573,0,Yes,Yes,42,Yes,Fiber optic,One year,Bank transfer,110.03,4621.26,No
CUST2574,0,No,Yes,9,No,Fiber optic,Month-to-month,Mailed check,22.63,203.67,No
CUST2575,0,No,Yes,23,No,DSL,Two year,Bank transfer,75.14,1728.22,Yes
CUST2576,0,No,Yes,11,No,DSL,Two year,Mailed check,80.39,884.29,Yes
CUST2577,1,No,No,71,No,No,Month-to-month,Mailed check,90.98,6459.58,Yes
CUST2578,0,No,Yes,31,No,Fiber optic,Two year,Bank transfer,58.58,1815.98,No
CUST2579,1,Yes,No,26,No,DSL,One year,Credit card,101.87,2648.62,No
CUST2580,1,Yes,Yes,30,Yes,Fiber optic,Two year,Mailed check,73.99,2219.70,No
CUST2581,1,Yes,Yes,34,Yes,No,One year,Electronic check,60.89,2070.26,Yes
CUST2582,1,No,Yes,46,No,No,Month-to-month,Electronic check,91.93,4228.78,No
CUST2583,1,Yes,No,69,Yes,No,Month-to-month,Bank transfer,112.74,7779.06,No
CUST2584,0,Yes,Yes,5,No,Fiber optic,Month-to-month,Bank transfer,101.20,506.00,Yes
CUST2585,0,Yes,Yes,61,Yes,Fiber optic,Month-to-month,Bank transfer,113.07,6897.27,No
CUST2586,0,Yes,Yes,38,No,Fiber optic,Month-to-month,Electronic check,46.59,1770.42,No
CUST2587,0,No,Yes,28,No,Fiber optic,Month-to-month,Bank transfer,31.85,891.80,Yes
CUST2588,1,Yes,No,26,Yes,Fiber optic,One year,Bank transfer,73.43,1909.18,No
CUST2589,0,No,No,61,No,No,Month-to-month,Credit card,24.44,1490.84,No
CUST2590,1,No,Yes,23,Yes,No,Two year,Electronic check,87.46,2011.58,Yes
CUST2591,1,Yes,Yes,46,No,No,One year,Credit card,44.00,2024.00,Yes
CUST2592,0,No,No,30,No,DSL,One year,Credit card,65.44,1963.20,Yes
CUST2593,0,No,No,67,Yes,No,One year,Bank transfer,85.56,5732.52,Yes
CUST2594,0,No,No,33,No,Fiber optic,One year,Credit card,68.31,2254.23,Yes
CUST2595,0,No,Yes,3,Yes,No,Month-to-month,Mailed check,43.61,130.83,Yes
CUST2596,1,No,No,69,Yes,DSL,Month-to-month,Mailed check,108.04,7454.76,No
CUST2597,1,No,Yes,42,Yes,DSL,Month-to-month,Mailed check,96.45,4050.90,Yes
CUST2598,0,No,No,62,Yes,DSL,Two year,Credit card,80.11,4966.82,Yes
CUST2599,1,Yes,No,58,Yes,DSL,Month-to-month,Mailed check,89.85,5211.30,No
CUST2600,1,Yes,Yes,57,No,DSL,Month-to-month,Electronic check,61.53,3507.21,No
CUST2601,1,No,No,1,No,Fiber optic,Two year,Mailed check,57.59,57.59,No
CUST2602,0,No,Yes,60,Yes,No,Month-to-month,Mailed check,36.01,2160.60,No
CUST2603,1,Yes,No,69,No,Fiber optic,Month-to-month,Credit card,100.36,6924.84,Yes
CUST2604,0,Yes,Yes,59,Yes,Fiber optic,One year,Electronic check,58.10,3427.90,No
CUST2605,0,Yes,No,46,No,DSL,Month-to-month,Credit card,89.23,4104.58,Yes
CUST2606,1,Yes,No,34,Yes,No,Two year,Electronic check,49.99,1699.66,No
CUST2607,1,No,Yes,25,No,No,One year,Electronic check,99.60,2490.00,Yes
CUST2608,0,No,Yes,42,Yes,No,Two year,Credit card,30.52,1281.84,Yes
CUST2609,1,Yes,Yes,29,No,DSL,Two year,Mailed check,82.50,2392.50,Yes
CUST2610,1,Yes,Yes,25,Yes,Fiber optic,Month-to-month,Bank transfer,100.76,2519.00,Yes
CUST2611,0,Yes,No,54,Yes,No,One year,Bank transfer,86.03,4645.62,Yes
CUST2612,0,Yes,No,67,No,Fiber optic,Month-to-month,Mailed check,89.61,6003.87,Yes
CUST2613,0,No,No,15,Yes,No,One year,Bank transfer,72.60,1089.00,Yes
CUST2614,0,Yes,No,4,Yes,No,One year,Bank transfer,75.90,303.60,Yes
CUST2615,1,Yes,No,38,No,No,One year,Electronic check,26.59,1010.42,Yes
CUST2616,1,Yes,No,20,No,No,Two year,Credit card,45.08,901.60,No
CUST2617,0,No,Yes,23,Yes,DSL,Month-to-month,Credit card,92.19,2120.37,Yes
CUST2618,0,No,No,37,Yes,DSL,One year,Mailed check,114.54,4237.98,Yes
CUST2619,0,No,No,62,Yes,Fiber optic,One year,Mailed check,74.18,4599.16,No
CUST2620,1,Yes,Yes,8,Yes,DSL,Two year,Credit card,92.56,740.48,Yes
CUST2621,0,Yes,No,37,No,No,One year,Bank transfer,88.36,3269.32,No
CUST2622,1,Yes,No,45,Yes,Fiber optic,One year,Mailed check,119.94,5397.30,No
CUST2623,0,No,No,33,Yes,Fiber optic,Month-to-month,Electronic check,99.50,3283.50,Yes
CUST2624,0,No,Yes,7,No,Fiber optic,Two year,Credit card,82.76,579.32,Yes
CUST2625,0,Yes,Yes,22,No,No,Two year,Bank transfer,31.52,693.44,Yes
CUST2626,1,Yes,No,5,Yes,No,One year,Electronic check,56.27,281.35,Yes
CUST2627,1,No,Yes,15,No,Fiber optic,One year,Credit card,45.07,676.05,Yes
CUST2628,1,Yes,No,21,No,DSL,Two year,Credit card,105.37,2212.77,No
CUST2629,0,Yes,No,17,No,No,One year,Bank transfer,64.62,1098.54,No
CUST2630,1,Yes,No,56,Yes,No,One year,Mailed check,73.53,4117.68,Yes
CUST2631,1,No,Yes,50,Yes,DSL,Two year,Electronic check,116.48,5824.00,Yes
CUST2632,0,Yes,No,7,Yes,Fiber optic,One year,Electronic check,103.67,725.69,No
CUST2633,0,Yes,No,50,No,DSL,Month-to-month,Electronic check,98.98,4949.00,Yes
CUST2634,1,Yes,No,60,Yes,No,One year,Credit card,34.22,2053.20,No
CUST2635,1,Yes,No,7,Yes,Fiber optic,Two year,Bank transfer,22.28,155.96,Yes
CUST2636,1,No,No,40,Yes,Fiber optic,Month-to-month,Bank transfer,32.55,1302.00,Yes
CUST2637,1,No,Yes,45,No,DSL,One year,Credit card,94.03,4231.35,Yes
CUST2638,0,No,No,59,Yes,No,Month-to-month,Electronic check,61.07,3603.13,Yes
CUST2639,0,Yes,Yes,55,Yes,No,Two year,Electronic check,31.75,1746.25,No
CUST2640,0,No,No,64,Yes,Fiber optic,Month-to-month,Bank transfer,93.90,6009.60,Yes
CUST2641,1,Yes,Yes,65,Yes,No,One year,Mailed check,39.46,2564.90,Yes
CUST2642,1,No,No,54,No,Fiber optic,One year,Credit card,78.90,4260.60,Yes
CUST2643,0,Yes,No,40,Yes,Fiber optic,Two year,Mailed check,94.15,3766.00,Yes
CUST2644,0,No,Yes,53,Yes,Fiber optic,Month-to-month,Electronic check,80.81,4282.93,Yes
CUST2645,1,No,Yes,44,No,No,Month-to-month,Credit card,119.36,5251.84,Yes
CUST2646,1,No,No,63,No,DSL,Two year,Credit card,63.42,3995.46,No
CUST2647,0,Yes,Yes,2,No,Fiber optic,Two year,Mailed check,51.18,102.36,Yes
CUST2648,0,Yes,Yes,21,No,DSL,Two year,Credit card,40.12,842.52,Yes
CUST2649,0,Yes,No,50,No,DSL,Two year,Bank transfer,70.38,3519.00,Yes
CUST2650,1,No,No,52,Yes,DSL,One year,Mailed check,105.25,5473.00,No
CUST2651,1,Yes,No,9,No,DSL,One year,Bank transfer,114.69,1032.21,No
CUST2652,1,Yes,No,20,No,DSL,Two year,Electronic check,117.21,2344.20,No
CUST2653,1,Yes,No,18,No,Fiber optic,Two year,Mailed check,73.14,1316.52,Yes
CUST2654,1,Yes,Yes,30,Yes,No,Month-to-month,Credit card,80.53,2415.90,No
CUST2655,1,Yes,No,65,Yes,DSL,One year,Mailed check,78.15,5079.75,No
CUST2656,0,Yes,Yes,24,Yes,No,Month-to-month,Bank transfer,66.60,1598.40,No
CUST2657,0,No,No,47,No,No,Month-to-month,Bank transfer,35.22,1655.34,No
CUST2658,1,No,No,44,Yes,Fiber optic,One year,Electronic check,26.55,1168.20,Yes
CUST2659,0,Yes,Yes,29,No,DSL,Two year,Credit card,63.66,1846.14,No
CUST2660,1,No,No,68,No,No,One year,Credit card,38.62,2626.16,Yes
CUST2661,0,No,Yes,17,Yes,No,Month-to-month,Electronic check,108.67,1847.39,No
CUST2662,1,Yes,Yes,5,Yes,DSL,One year,Bank transfer,96.17,480.85,No
CUST2663,0,Yes,Yes,50,Yes,Fiber optic,Two year,Credit card,81.84,4092.00,Yes
CUST2664,0,No,No,40,No,Fiber optic,One year,Credit card,24.74,989.60,No
CUST2665,1,Yes,No,46,Yes,DSL,Two year,Bank transfer,82.22,3782.12,No
CUST2666,1,No,No,51,Yes,No,Two year,Electronic check,82.11,4187.61,Yes
CUST2667,0,No,No,11,Yes,Fiber optic,Month-to-month,Bank transfer,63.92,703.12,No
CUST2668,0,No,No,12,Yes,Fiber optic,Month-to-month,Credit card,85.78,1029.36,No
CUST2669,1,Yes,No,13,Yes,No,Two year,Mailed check,105.79,1375.27,No
CUST2670,0,No,Yes,64,No,No,Two year,Electronic check,95.80,6131.20,Yes
CUST2671,1,Yes,No,8,No,No,Month-to-month,Mailed check,67.34,538.72,No
CUST2672,1,Yes,No,65,Yes,No,Two year,Bank transfer,46.23,3004.95,Yes
CUST2673,0,Yes,No,9,No,DSL,One year,Electronic check,67.78,610.02,Yes
CUST2674,1,Yes,No,2,No,No,Two year,Electronic check,114.60,229.20,No
CUST2675,0,Yes,Yes,13,No,Fiber optic,Two year,Electronic check,102.00,1326.00,Yes
CUST2676,0,No,Yes,2,Yes,No,Month-to-month,Bank transfer,22.70,45.40,No
CUST2677,1,Yes,Yes,68,No,No,Month-to-month,Electronic check,98.30,6684.40,Yes
CUST2678,0,Yes,Yes,48,Yes,DSL,Month-to-month,Electronic check,37.06,1778.88,No
CUST2679,1,Yes,Yes,3,No,DSL,One year,Credit card,77.11,231.33,Yes
CUST2680,1,Yes,No,68,Yes,No,Two year,Electronic check,100.65,6844.20,No
CUST2681,1,Yes,Yes,6,No,DSL,Two year,Credit card,76.13,456.78,No
CUST2682,0,No,Yes,5,No,DSL,Month-to-month,Electronic check,60.39,301.95,Yes
CUST2683,1,Yes,No,3,Yes,DSL,Two year,Bank transfer,52.13,156.39,No
CUST2684,0,Yes,No,10,Yes,DSL,Two year,Electronic check,50.51,505.10,Yes
CUST2685,1,No,Yes,43,No,No,One year,Electronic check,103.74,4460.82,No
CUST2686,1,Yes,No,19,Yes,DSL,Two year,Bank transfer,102.51,1947.69,Yes
CUST2687,1,No,No,14,Yes,DSL,One year,Electronic check,102.34,1432.76,No
CUST2688,0,No,Yes,21,Yes,Fiber optic,Two year,Mailed check,48.27,1013.67,Yes
CUST2689,0,No,No,43,Yes,No,Month-to-month,Electronic check,99.89,4295.27,Yes
CUST2690,1,No,Yes,28,No,DSL,Month-to-month,Electronic check,23.66,662.48,Yes
CUST2691,1,Yes,Yes,21,Yes,Fiber optic,Two year,Credit card,40.65,853.65,No
CUST2692,0,Yes,No,36,No,DSL,Month-to-month,Credit card,71.45,2572.20,No
CUST2693,0,No,Yes,24,No,No,One year,Mailed check,60.67,1456.08,No
CUST2694,0,No,Yes,54,Yes,Fiber optic,Month-to-month,Bank transfer,31.19,1684.26,No
CUST2695,1,Yes,No,38,Yes,Fiber optic,One year,Electronic check,24.17,918.46,No
CUST2696,0,No,No,17,Yes,No,Two year,Credit card,81.12,1379.04,No
CUST2697,1,No,No,22,Yes,Fiber optic,Two year,Mailed check,51.35,1129.70,Yes
CUST2698,0,No,No,45,No,Fiber optic,Month-to-month,Bank transfer,21.60,972.00,Yes
CUST2699,1,Yes,Yes,61,No,DSL,Two year,Credit card,63.09,3848.49,No
CUST2700,1,No,No,11,Yes,Fiber optic,Two year,Bank transfer,50.68,557.48,Yes
CUST2701,1,Yes,No,61,No,No,One year,Mailed check,77.66,4737.26,No
CUST2702,0,Yes,Yes,38,Yes,DSL,One year,Bank transfer,112.98,4293.24,No
CUST2703,0,Yes,Yes,66,No,Fiber optic,Two year,Bank transfer,50.79,3352.14,No
CUST2704,0,No,Yes,33,No,DSL,Month-to-month,Mailed check,119.71,3950.43,No
CUST2705,1,No,Yes,43,No,No,Month-to-month,Bank transfer,28.60,1229.80,Yes
CUST2706,1,Yes,No,31,Yes,Fiber optic,Month-to-month,Mailed check,28.83,893.73,Yes
CUST2707,0,Yes,No,35,Yes,No,Two year,Bank transfer,91.30,3195.50,No
CUST2708,1,Yes,Yes,37,No,No,Month-to-month,Credit card,94.86,3509.82,Yes
CUST2709,1,No,Yes,47,Yes,Fiber optic,Month-to-month,Credit card,62.29,2927.63,Yes
CUST2710,1,No,Yes,23,Yes,Fiber optic,Two year,Credit card,48.60,1117.80,Yes
CUST2711,0,Yes,Yes,36,No,DSL,One year,Credit card,99.40,3578.40,No
CUST2712,1,Yes,No,40,Yes,No,One year,Mailed check,115.62,4624.80,No
CUST2713,0,No,Yes,15,Yes,Fiber optic,Two year,Bank transfer,118.99,1784.85,Yes
CUST2714,0,Yes,No,37,No,No,One year,Mailed check,83.45,3087.65,Yes
CUST2715,0,No,Yes,4,No,Fiber optic,Month-to-month,Electronic check,94.01,376.04,No
CUST2716,0,No,No,22,No,No,Two year,Bank transfer,102.22,2248.84,No
CUST2717,0,Yes,No,22,No,DSL,Two year,Mailed check,99.89,2197.58,No
CUST2718,1,Yes,No,17,Yes,No,One year,Bank transfer,119.34,2028.78,No
CUST2719,0,No,No,72,Yes,Fiber optic,Two year,Bank transfer,101.04,7274.88,Yes
CUST2720,0,No,Yes,38,No,DSL,Two year,Electronic check,86.26,3277.88,No
CUST2721,0,No,No,24,No,DSL,Month-to-month,Credit card,57.62,1382.88,No
CUST2722,1,No,Yes,6,Yes,Fiber optic,Two year,Bank transfer,79.80,478.80,No
CUST2723,1,No,No,68,Yes,DSL,Two year,Bank transfer,108.04,7346.72,No
CUST2724,1,Yes,No,6,Yes,No,Two year,Electronic check,50.55,303.30,No
CUST2725,1,No,Yes,26,No,No,Two year,Mailed check,23.07,599.82,Yes
CUST2726,0,No,Yes,41,No,Fiber optic,One year,Credit card,52.72,2161.52,No
CUST2727,0,No,No,38,No,No,Two year,Mailed check,116.02,4408.76,No
CUST2728,1,Yes,No,43,No,Fiber optic,Month-to-month,Mailed check,99.41,4274.63,No
CUST2729,1,Yes,Yes,53,Yes,DSL,One year,Mailed check,38.71,2051.63,Yes
CUST2730,1,No,No,15,No,No,Two year,Credit card,21.20,318.00,Yes
CUST2731,1,No,Yes,56,No,Fiber optic,One year,Mailed check,86.91,4866.96,No
CUST2732,0,Yes,Yes,56,Yes,No,Two year,Mailed check,77.90,4362.40,Yes
CUST2733,1,Yes,Yes,31,No,DSL,Two year,Credit card,28.30,877.30,No
CUST2734,1,Yes,No,57,Yes,DSL,One year,Credit card,116.60,6646.20,Yes
CUST2735,1,Yes,No,51,No,No,One year,Electronic check,81.78,4170.78,No
CUST2736,1,No,Yes,24,Yes,DSL,One year,Mailed check,85.15,2043.60,No
CUST2737,1,Yes,Yes,58,Yes,Fiber optic,One year,Electronic check,105.36,6110.88,No
CUST2738,1,No,Yes,4,Yes,No,Month-to-month,Bank transfer,53.71,214.84,Yes
CUST2739,1,No,Yes,10,No,No,One year,Electronic check,75.83,758.30,No
CUST2740,0,Yes,No,63,No,DSL,Month-to-month,Electronic check,77.62,4890.06,No
CUST2741,0,Yes,Yes,15,No,Fiber optic,Two year,Electronic check,116.74,1751.10,Yes
CUST2742,0,Yes,No,63,No,No,Two year,Electronic check,33.15,2088.45,Yes
CUST2743,0,Yes,Yes,19,No,No,One year,Mailed check,95.89,1821.91,No
CUST2744,0,No,No,63,No,DSL,Two year,Bank transfer,77.52,4883.76,No
CUST2745,0,No,No,56,Yes,DSL,Month-to-month,Bank transfer,104.54,5854.24,Yes
CUST2746,1,No,No,21,No,Fiber optic,Month-to-month,Credit card,103.20,2167.20,Yes
CUST2747,1,Yes,No,34,No,Fiber optic,One year,Bank transfer,21.20,720.80,Yes
CUST2748,0,No,No,17,Yes,DSL,One year,Electronic check,45.65,776.05,Yes
CUST2749,1,Yes,Yes,18,Yes,Fiber optic,One year,Credit card,38.08,685.44,Yes
CUST2750,0,No,Yes,66,No,DSL,Month-to-month,Electronic check,66.17,4367.22,Yes
CUST2751,1,Yes,No,51,Yes,No,One year,Mailed check,110.53,5637.03,No
CUST2752,1,No,Yes,65,No,DSL,Month-to-month,Mailed check,20.50,1332.50,No
CUST2753,1,No,Yes,43,Yes,DSL,Month-to-month,Bank transfer,68.82,2959.26,No
CUST2754,1,Yes,Yes,57,No,DSL,Two year,Electronic check,108.48,6183.36,Yes
CUST2755,1,No,Yes,10,Yes,No,Two year,Electronic check,112.62,1126.20,No
CUST2756,1,No,Yes,37,Yes,Fiber optic,One year,Electronic check,85.73,3172.01,Yes
CUST2757,0,Yes,Yes,48,No,Fiber optic,One year,Credit card,102.98,4943.04,No
CUST2758,0,Yes,Yes,69,No,Fiber optic,One year,Credit card,52.41,3616.29,No
CUST2759,1,Yes,No,56,Yes,DSL,One year,Credit card,48.60,2721.60,Yes
CUST2760,0,Yes,Yes,36,Yes,DSL,Month-to-month,Bank transfer,24.91,896.76,No
CUST2761,1,Yes,Yes,31,Yes,Fiber optic,One year,Bank transfer,70.32,2179.92,No
CUST2762,0,No,Yes,55,Yes,No,Two year,Electronic check,65.58,3606.90,No
CUST2763,1,Yes,No,38,No,No,One year,Electronic check,57.19,2173.22,No
CUST2764,0,No,No,15,Yes,No,Month-to-month,Bank transfer,31.33,469.95,Yes
CUST2765,1,No,Yes,16,Yes,No,Two year,Credit card,43.08,689.28,Yes
CUST2766,0,Yes,No,53,No,DSL,Two year,Credit card,40.37,2139.61,No
CUST2767,1,No,No,56,No,Fiber optic,One year,Credit card,114.40,6406.40,Yes
CUST2768,0,No,Yes,7,No,No,Two year,Credit card,116.65,816.55,Yes
CUST2769,1,Yes,No,57,No,DSL,Two year,Credit card,20.34,1159.38,Yes
CUST2770,1,No,Yes,55,No,DSL,One year,Bank transfer,37.05,2037.75,No
CUST2771,1,Yes,No,52,No,DSL,One year,Mailed check,108.88,5661.76,No
CUST2772,0,Yes,Yes,4,Yes,Fiber optic,Month-to-month,Mailed check,23.83,95.32,Yes
CUST2773,0,Yes,No,43,Yes,DSL,Two year,Mailed check,114.35,4917.05,No
CUST2774,0,No,Yes,40,Yes,Fiber optic,One year,Electronic check,58.01,2320.40,No
CUST2775,1,No,Yes,30,No,Fiber optic,Two year,Electronic check,73.87,2216.10,Yes
CUST2776,0,No,No,10,No,Fiber optic,One year,Credit card,96.38,963.80,No
CUST2777,1,No,Yes,7,Yes,Fiber optic,Month-to-month,Electronic check,44.39,310.73,Yes
CUST2778,0,Yes,Yes,36,Yes,DSL,One year,Bank transfer,30.07,1082.52,Yes
CUST2779,0,No,No,35,No,DSL,One year,Mailed check,100.99,3534.65,No
CUST2780,0,Yes,Yes,39,No,DSL,Month-to-month,Bank transfer,118.46,4619.94,No
CUST2781,0,No,Yes,36,Yes,No,One year,Bank transfer,85.88,3091.68,No
CUST2782,1,No,No,20,Yes,No,Month-to-month,Bank transfer,102.52,2050.40,No
CUST2783,0,No,Yes,49,Yes,Fiber optic,Two year,Credit card,114.13,5592.37,No
CUST2784,0,No,No,59,Yes,Fiber optic,Two year,Credit card,42.86,2528.74,Yes
CUST2785,1,No,Yes,49,Yes,Fiber optic,Two year,Credit card,55.04,2696.96,Yes
CUST2786,1,Yes,No,26,No,Fiber optic,One year,Electronic check,41.90,1089.40,Yes
CUST2787,0,No,No,36,Yes,Fiber optic,Month-to-month,Credit card,26.18,942.48,Yes
CUST2788,0,No,Yes,43,Yes,No,One year,Electronic check,93.23,4008.89,No
CUST2789,1,No,No,43,No,Fiber optic,One year,Bank transfer,34.57,1486.51,No
CUST2790,1,No,Yes,33,Yes,DSL,One year,Mailed check,29.27,965.91,No
CUST2791,1,Yes,Yes,45,No,Fiber optic,Month-to-month,Credit card,55.76,2509.20,No
CUST2792,0,No,No,45,No,DSL,One year,Electronic check,26.06,1172.70,Yes
CUST2793,0,Yes,Yes,15,Yes,DSL,One year,Electronic check,37.96,569.40,No
CUST2794,0,No,Yes,17,Yes,DSL,Month-to-month,Credit card,26.99,458.83,No
CUST2795,1,Yes,No,12,No,DSL,Month-to-month,Credit card,107.73,1292.76,No
CUST2796,1,Yes,Yes,22,No,Fiber optic,Two year,Bank transfer,97.97,2155.34,No
CUST2797,1,Yes,Yes,23,No,Fiber optic,Month-to-month,Electronic check,105.95,2436.85,Yes
CUST2798,0,Yes,No,12,Yes,Fiber optic,Two year,Mailed check,106.83,1281.96,No
CUST2799,1,Yes,Yes,68,Yes,Fiber optic,Two year,Bank transfer,114.45,7782.60,Yes
